,BARCODE,BARRIER_TYPE,BARRIER_TYPE2,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,DESCRIPTION,ENGINEERED,FACILITYID,GIS_ENTRY_STAGE,HEIGHT_M,HOUSE_NO,INSERVICE_COST,INSERVICE_DATE,LEGACYID,LIFECYCLE_COST,LOCATED_ON,LOCATION,MAINTENANCE_RESPONSIBILITY,MAKE,MAP_PAGE,MATERIAL,MODEL,MOD_DATE,NO_OF_BARRIERS,NO_OF_BULLNOSE,NO_OF_HWY_NOPOST,NO_OF_NOPOST,NO_OF_TRANSITION,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,OPERATIONAL_RESPONSIBILITY,OWNER,PAINTED,PARK_FENCE_TYPE,PARK_LEGACY_ID,PARK_OWNERSHIP,PROJECT_NO,QUANTITY,REFERENCE_NO,RETAINING_WALL_TYPE,ROAD_CODE,SERIAL_NO,SPECIAL_FEATURES,STATUS,STATUS_DATE,STATUS_PARKS,STRUCTURES_INSPECTION_ROUTE,TEMP,VENDOR,WARRANTYDATE,WARRANTY_PROVIDER,WIDTH_M,WORK_ASSIGNMENT,YR,YRS_LIFE_EXPECTANCY,YTD_COST
111,,1,Deflector Guardrail,,,,20101124,,,1001183037,Final AB,,,,,,,Road,,Engineering,,,Metal Waffle,,20120319,,,,,,,,Engineering,Surrey,,,,,1705-3220-00,,,,,,,In Service,,,,,,,,,,2011,,
112,,3,Handrail,,,,20120320,,,1001405972,,,,,,,,Sidewalk,,Engineering,,,Metal Tube,,20120320,,,,,,,,Engineering,Surrey,Not Painted,,,,1705-3220-00,,,,,,,In Service,,,,,,,,,,2011,,
113,,4,Highway No Post Guardrail,,,,20110216,,,1001189517,Final AB,,,,,1001152395,,Road,,Engineering,,,Concrete,,20110216,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
114,,5,No Post Guardrail,,,,20110323,,,1001193293,,,,,,,,Road,,Engineering,,,Concrete,,20110323,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,2009,,
115,,5,No Post Guardrail,,,,20110323,,,1001193296,,,,,,,,Road,,Engineering,,,Concrete,,20110323,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,2009,,
116,,5,No Post Guardrail,,,,20161130,,,1001898572,,,,,,,,Road,,Engineering,,,Concrete,,20161130,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,,,
117,,4,Highway No Post Guardrail,22 HNPG,,,20091006,,,1001133675,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20091006,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,2009,,
118,,5,No Post Guardrail,4 NPGR,,,20091015,,,1001134736,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20091015,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,2009,,
119,,5,No Post Guardrail,,,,20161130,,,1001898573,,,,,,,,Road,,Engineering,,,Concrete,,20161130,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,,,
120,,5,No Post Guardrail,2 NPGR,,,20091005,,,1001133666,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20091005,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,2009,,
121,,4,Highway No Post Guardrail,,,,20110321,,,1001192535,Final AB,,,,,1001192534,,Road,,Engineering,,,Concrete,,20110321,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
122,,4,Highway No Post Guardrail,,,,20110321,,,1001192539,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20110321,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
123,,4,Highway No Post Guardrail,,,,20110321,,,1001192557,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20110321,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
124,,4,Highway No Post Guardrail,,,,20110321,,,1001192599,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20110321,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
125,,4,Highway No Post Guardrail,,,,20110321,,,1001192618,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20110321,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
126,,2,Fencing,,,,20110321,,,1001192622,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20110321,,,,,,,,Engineering,Provincial,Grey,,,,MOTH 71101-1004,,,,,,,In Service,,,,,,,,,,2009,,
127,,4,Highway No Post Guardrail,,,,20100406,,,1001154596,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20100406,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
128,,5,No Post Guardrail,,,,20100406,,,1001154617,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20100406,,,,1,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,,,
129,,1,Deflector Guardrail,,,,20100406,,,1001154623,Initial AB,,,,,,,Road,,Engineering,,,Wooden,,20100406,,,,,,,,Engineering,Surrey,White,,,,,,,,,,,In Service,,,,,,,,,,,,
130,,5,No Post Guardrail,,,,20100406,,,1001154624,Initial AB,,,,,,,Road,17175 16 Ave,Engineering,,,Concrete,,20100406,,,,14,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
131,,1,Deflector Guardrail,,,,20100406,,,1001154625,Initial AB,,,,,,,Road,17300 16 Ave,Engineering,,,Wooden,,20100406,,,,,,,,Engineering,Surrey,White,,,,,,,,,,,In Service,,,,,,,,,,,,
132,,1,Deflector Guardrail,,,,20100406,,,1001154627,Initial AB,,,,,,,Road,173 St & 16 Ave,Engineering,,,Wooden,,20100406,,,,,,,,Engineering,Surrey,White,,,,,,,,,,,In Service,,,,,,,,,,,,
133,,5,No Post Guardrail,,,,20090408,,,1001119683,Final AB,,,,,,,Road,184 St N & S of Latimer Crk,Engineering,,,Concrete,,20090408,,,,,,,,Engineering,Surrey,,,,,4898-4170-00,,,,,,,In Service,,,,,,,,,,2009,,
134,,3,Handrail,,,,20090408,,,1001119679,Final AB,,,,,,,Other,Latimer Crk @ 184 St,Engineering,,,Metal Tube,,20090408,,,,,,,,Engineering,Surrey,,,,,4898-4170-00,,,,,,,In Service,,,,,,,,,,2009,,
135,,3,Handrail,,,,20090408,,,1001119680,Final AB,,,,,,,,Latimer Crk @ 184 St,Engineering,,,Metal Tube,,20090408,,,,,,,,Engineering,Surrey,,,,,4898-4170-00,,,,,,,In Service,,,,,,,,,,2009,,
136,,5,No Post Guardrail,,,,20090408,,,1001119681,Final AB,,,,,,,Road,184 St N & S of Latimer Crk,Engineering,,,Concrete,,20090408,,,,,,,,Engineering,Surrey,,,,,4898-4170-00,,,,,,,In Service,,,,,,,,,,2009,,
137,,5,No Post Guardrail,,,,20090408,,,1001119682,Final AB,,,,,,,Road,184 St N & S of Latimer Crk,Engineering,,,Concrete,,20090408,,,,,,,,Engineering,Surrey,,,,,4898-4170-00,,,,,,,In Service,,,,,,,,,,2009,,
138,,5,No Post Guardrail,,,,20090408,,,1001119684,Final AB,,,,,,,Road,184 St N & S of Latimer Crk,Engineering,,,Concrete,,20090408,,,,,,,,Engineering,Surrey,,,,,4898-4170-00,,,,,,,In Service,,,,,,,,,,2009,,
139,,5,No Post Guardrail,,,,20090408,,,1001119685,Final AB,,,,,,,Road,184 St N & S of Latimer Crk,Engineering,,,Concrete,,20090408,,,,,,,,Engineering,Surrey,,,,,4898-4170-00,,,,,,,In Service,,,,,,,,,,2009,,
140,,5,No Post Guardrail,,,,20090408,,,1001119686,Final AB,,,,,,,Road,184 St N & S of Latimer Crk,Engineering,,,Concrete,,20090408,,,,,,,,Engineering,Surrey,,,,,4898-4170-00,,,,,,,In Service,,,,,,,,,,2009,,
141,,3,Handrail,,,,20090408,,,1001119709,Final AB,,,,,,,Other,Harvie Rd @ Latimer Crk,Engineering,,,Metal Tube,,20090408,,,,,,,,Engineering,Surrey,,,,,4898-4170-00,,,,,,,In Service,,,,,,,,,,2009,,
142,,3,Handrail,,,,20090408,,,1001119710,Final AB,,,,,,,Other,Harvie Rd @ Latimer Crk,Engineering,,,Metal Tube,,20090408,,,,,,,,Engineering,Surrey,,,,,4898-4170-00,,,,,,,In Service,,,,,,,,,,2009,,
143,,5,No Post Guardrail,,,,20090408,,,1001119711,Final AB,,,,,,,,Harvie Rd @ Latimer Crk,Engineering,,,Concrete,,20090408,,,,,,,,Engineering,Surrey,,,,,4898-4170-00,,,,,,,In Service,,,,,,,,,,2009,,
144,,5,No Post Guardrail,,,,20100415,,,1001156055,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20100415,,,,1,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,,,
145,,4,Highway No Post Guardrail,,,,20091208,,,1001142974,Initial AB,,,,,,,Bridge,,Engineering,,,Concrete,,20100409,,,35,,,,,Engineering,Surrey,White,,,,,,,,,,,In Service,,,,,,,,,,,,
146,,4,Highway No Post Guardrail,,,,20091208,,,1001142975,Initial AB,,,,,,,,,Engineering,,,Concrete,,20100409,,,8,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
147,,1,Deflector Guardrail,,,,20100409,,,1001154950,Initial AB,,,,,,,Easement,,Engineering,,,Wooden,,20100409,,,,,,,,Engineering,Surrey,White,,,,,,,,,,,In Service,,,,,,,,,,,,
148,,5,No Post Guardrail,,,,20100409,,,1001154951,Initial AB,,,,,,,,,Engineering,,,Concrete,,20100409,,,,2,,,,Engineering,Surrey,,,,,,,,,,,,In Service,,,,,,,,,,,,
149,,1,Deflector Guardrail,,,,20100409,,,1001154998,Initial AB,,,,,,,Easement,,Engineering,,,Metal Tube,,20100409,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
150,,5,No Post Guardrail,,,,20100412,,,1001155010,Initial AB,,,,,,,Easement,,Engineering,,,Concrete,,20100412,,,,3,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,,,
151,,2,Fencing,,,,20120529,,,1001414192,Final AB,,,,,,,Walkway,,Engineering,,,Log Rail,,20120529,,,,,,,,Engineering,Surrey,,,,,7810-0020-00,,,,,,,In Service,,,,,,,,,,2012,,
152,,2,Fencing,,,,20120529,,,1001414193,Final AB,,,,,,,Walkway,,Engineering,,,Log Rail,,20120529,,,,,,,,Engineering,Surrey,,,,,7810-0020-00,,,,,,,In Service,,,,,,,,,,2012,,
153,,5,No Post Guardrail,,,,20130711,,,1001606310,,,,,,,,Road,,Engineering,,,Concrete,,20130711,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
154,,5,No Post Guardrail,,,,20120529,,,1001210027,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20120529,,,,,,,,Engineering,Surrey,Yellow,,,,7810-0020-00,,,,,,,In Service,,,,,,,,,,2012,,
155,,2,Fencing,,,,20120529,,,1001414190,Final AB,,,,,,,Walkway,,Engineering,,,Log Rail,,20120529,,,,,,,,Engineering,Surrey,,,,,7810-0020-00,,,,,,,In Service,,,,,,,,,,2012,,
156,,5,No Post Guardrail,Digitized Via 2011 Air Photo,,,20120618,,,1001416047,,,,,,,,,,Engineering,,,Concrete,,20120618,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,,,
157,,5,No Post Guardrail,,,,20130711,,,1001606309,,,,,,,,Road,,Engineering,,,,,20130711,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
158,,5,No Post Guardrail,,,,20130711,,,1001606311,,,,,,,,Road,,Engineering,,,Concrete,,20130711,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
159,,5,No Post Guardrail,,,,20130711,,,1001606312,,,,,,,,Road,,Engineering,,,Concrete,,20130711,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
160,,5,No Post Guardrail,,,,20130510,,,1001594843,Final AB,,,,,,,Lane,,Engineering,,,Concrete,,20140107,,,,,,,,Engineering,Surrey,Reflectorized,,,,7811-0194-00,,,,,,,In Service,,,,,,,,,,2013,,
161,,2,Fencing,,,,20150409,,,1001816610,Final AB,,,,,,,Other,Bridge Rd P.S.,MOTH,,,Chain Link,,20150409,,,,,,,,MOTH,Provincial,Not Painted,,,,SFPR Seg. 6,,,,,,,In Service,,,,,,,,,,2014,,
162,,5,No Post Guardrail,Digitized Via 2011 Air Photo,,,20120626,,,1001416603,,,,,,,,,,Engineering,,,Concrete,,20120626,,,,,,,,Engineering,Surrey,,,,,,,,,,,,In Service,,,,,,,,,,,,
163,,2,Fencing,,,,20120627,,,1001416703,Final AB,,,,,,,Multi-use Pathway,,Engineering,,,Chain Link,,20120627,,,,,,,,Engineering,Surrey,Black,,,,7810-0020-00,,,,,,,In Service,,,,,,,,,,2012,,
164,,5,No Post Guardrail,,,,20130711,,,1001606313,,,,,,,,Road,,Engineering,,,Concrete,,20130711,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
165,,5,No Post Guardrail,,,,20130711,,,1001606314,,,,,,,,Road,,Engineering,,,Concrete,,20130711,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
166,,2,Fencing,,,,20120927,,,1001434890,EC,,,,,,,Multi-use Pathway,,Engineering,,,Log Rail,,20120927,,,,,,,,Engineering,Surrey,,,,,7811-0147-00,,,,,,,Proposed,,,,,,,,,,,,
167,,5,No Post Guardrail,,,,20140107,,,1001722904,,,,,,,,,,Engineering,,,Concrete,,20140107,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,,,
168,,2,Fencing,,,,20120703,,,1001417155,Final AB,,,,,,,Lane,,Engineering,,,Log Rail,,20120703,,,,,,,,Engineering,Surrey,Not Painted,,,,7806-0086-00,,,,,,,In Service,,,,,,,,,,2009,,
169,,5,No Post Guardrail,2 NPGR,,,20091002,,,1001133079,Initial AB,,,,,,,Easement,,Engineering,,,Concrete,,20091002,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,2009,,
170,,5,No Post Guardrail,1 NPGR,,,20090929,,,1001132950,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20091102,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,2009,,
171,,5,No Post Guardrail,3 NPGR,,,20090929,,,1001132951,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20090929,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,2009,,
172,,5,No Post Guardrail,2 NPGR,,,20090929,,,1001132948,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20090929,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,2009,,
173,,5,No Post Guardrail,10 NPGR,,,20090929,,,1001132952,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20090929,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,2009,,
174,,2,Fencing,,,,20121219,,,1001561885,Final AB,,,,,1001561851,,Multi-use Pathway,,Engineering,,,Log Rail,,20121219,,,,,,,,Engineering,Surrey,,,,,3809-6070-00,,,,,,,In Service,,,,,,,,,,2012,,
175,,2,Fencing,,,,20110902,,,1001211321,,,,,,,,Sidewalk,,Engineering,,,Log Rail,,20110902,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
176,,5,No Post Guardrail,2 NPGR,,,20091013,,,1001134165,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20091013,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,2009,,
177,,5,No Post Guardrail,,,,20110908,,,1001211865,EC,,,,,,,Lane,,Engineering,,,Concrete,,20110908,,,,2,,,,Engineering,Surrey,Yellow,,,,7810-0231-00,,,,,,,Proposed,,,,,,,,,,2011,,
178,,2,Fencing,,,,20121219,,,1001561887,Final AB,,,,,1001561851,,Multi-use Pathway,,Engineering,,,Log Rail,,20121219,,,,,,,,Engineering,Surrey,,,,,3809-6070-00,,,,,,,In Service,,,,,,,,,,2012,,
179,,2,Fencing,,,,20110902,,,1001211306,,,,,,,,Sidewalk,,Engineering,,,Log Rail,,20110902,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
180,,2,Fencing,,,,20110902,,,1001211320,,,,,,,,Sidewalk,,Engineering,,,Log Rail,,20110902,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
181,,5,No Post Guardrail,,,,20110915,,,1001213022,,,,,,,,Median,,Engineering,,,Concrete,,20110915,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
182,,5,No Post Guardrail,,,,20110919,,,1001213367,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20110919,,,,,,,,Engineering,Surrey,,,,,7810-0015-00,,,,,,,In Service,,,,,,,,,,2011,,
183,,5,No Post Guardrail,,,,20110919,,,1001213366,Final AB,,,,,,,Lane,,Engineering,,,Concrete,,20110919,2,,,,,,,Engineering,Surrey,,,,,7810-0015-00,,,,,,,In Service,,,,,,,,,,2011,,
184,,2,Fencing,,,,20121219,,,1001561868,Final AB,,,,,1001561851,,Multi-use Pathway,,Engineering,,,Log Rail,,20121219,,,,,,,,Engineering,Surrey,,,,,3809-6070-00,,,,,,,In Service,,,,,,,,,,2012,,
185,,6,Retaining Wall,,,,20101013,,,1001175883,Final AB,,,,,,,Other,,Engineering,,,Block,,20110920,,,,,,,,Engineering,Surrey,Not Painted,,,,7805-0003-00,,,,,,,In Service,,,,,,,,,,2010,,
186,,2,Fencing,,,,20110926,,,1001214236,,,,,,,,Walkway,,Engineering,,,Log Rail,,20110926,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
187,,4,Highway No Post Guardrail,,,,20100721,,,1001168063,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20100721,,,,,,,,Engineering,Provincial,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
188,,4,Highway No Post Guardrail,,,,20100721,,,1001168152,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20100721,,,,,,,,Engineering,Provincial,,,,,,,,,,,,In Service,,,,,,,,,,,,
189,,5,No Post Guardrail,,,,20100406,,,1001154636,Initial AB,,,,,,,Road,16981 18 Ave,Engineering,,,Concrete,,20100406,,,,3,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,,,
190,,5,No Post Guardrail,,,,20100406,,,1001154637,Initial AB,,,,,,,Road,16988 19 Ave,Engineering,,,Concrete,,20100406,,,,2,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,,,
191,,5,No Post Guardrail,,,,20100406,,,1001154644,Initial AB,,,,,,,Road,1905 169 St,Engineering,,,Concrete,,20100406,,,,1,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,,,
192,,5,No Post Guardrail,,,,20100406,,,1001154649,Initial AB,,,,,,,Road,2340 174 St,Engineering,,,Concrete,,20100406,,,,1,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,,,
193,,5,No Post Guardrail,,,,20091027,,,1001136122,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20091027,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,2009,,
194,,5,No Post Guardrail,,,,20161130,,,1001898574,,,,,,,,Road,,Engineering,,,Concrete,,20161130,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,,,
195,,5,No Post Guardrail,,,,20161130,,,1001898575,,,,,,,,Road,,Engineering,,,Concrete,,20161130,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,,,
196,,5,No Post Guardrail,,,,20161130,,,1001898576,,,,,,,,Road,,Engineering,,,Concrete,,20161130,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,,,
197,,2,Fencing,,,,20091028,,,1001136338,Final AB,,,,,,,Road,,Engineering,,,Log Rail,,20091028,,,,,,,,Engineering,Surrey,,,,,7806-0320-00,,,,,,,In Service,,,,,,,,,,2009,,
198,,5,No Post Guardrail,,,,20161206,,,1001899101,,,,,,,,Road,,Engineering,,,Concrete,,20161206,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
199,,2,Fencing,,,,20110712,,,1001203921,Initial AB,,,,,,,Sidewalk,,Engineering,,,Log Rail,,20110712,,,,,,,,Engineering,Surrey,Not Painted,,,,3899-3270-00,,,,,,,In Service,,,,,,,,,,2001,,
200,,5,No Post Guardrail,,,,20110712,,,1001203922,,,,,,,,,,Engineering,,,Concrete,,20110712,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,,,
201,,5,No Post Guardrail,,,,20110712,,,1001203923,,,,,,,,,,Engineering,,,Concrete,,20110712,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,,,
202,,6,Retaining Wall,,,,20110713,,,1001204097,Initial AB,,,,,,,Sidewalk,,Engineering,,,Block,,20110713,,,,,,,,Engineering,Surrey,Not Painted,,,,3899-6060-00,,,,,,,In Service,,,,,,,,,,2001,,
203,,3,Handrail,,,,20110713,,,1001204082,Final AB,,,,,,,Retaining Wall,,Engineering,,,Metal Tube,,20110713,,,,,,,,Engineering,Surrey,Not Painted,,,,1RO3,,,,,,,In Service,,,,,,,,,,2009,,
204,,3,Handrail,,,,20110713,,,1001204099,Initial AB,,,,,1001204097,,Retaining Wall,,Engineering,,,Metal Tube,,20110713,,,,,,,,Engineering,Surrey,Not Painted,,,,3899-6060-00,,,,,,,In Service,,,,,,,,,,2001,,
205,,5,No Post Guardrail,,,,20091126,,,1001141436,Final AB,,,,,,,Road,,Engineering,,,Concrete,,20110713,,,,,,,,Engineering,Surrey,Not Painted,,,,1RO3,,,,,,,In Service,,,,,,,,,,2009,,
206,,3,Handrail,,,,20101119,,,1001182431,Final AB,,,,,1001155080,,Retaining Wall,,Engineering,,,Metal Tube,,20101119,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
207,,2,Fencing,,,,20100521,,,1001161337,Final AB,,,,,,,Walkway,Lane W/O 17307 0 Ave,Engineering,,,Chain Link,,20100709,,,,,,,,Engineering,Surrey,,,,,7804-0411-00,,,,,,,In Service,,,,,,,,,,2009,,
208,,4,Highway No Post Guardrail,,,,20100625,,,1001165550,Final AB,,,,,,,Median,,Engineering,,,Concrete,,20100902,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 11807,,,,,,,In Service,,,,,,,,,,2007,,
209,,4,Highway No Post Guardrail,,,,20100625,,,1001165551,Final AB,,,,,,,Median,,Engineering,,,Concrete,,20100902,,,,,,,,Engineering,Provincial,Not Painted,,,,MOTH 11807,,,,,,,In Service,,,,,,,,,,2007,,
210,,5,No Post Guardrail,,,,20100412,,,1001155014,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20100412,,2,,9,,,,Engineering,Surrey,White,,,,,,,,,,,In Service,,,,,,,,,,,,
211,,1,Deflector Guardrail,,,,20100412,,,1001155055,Initial AB,,,,,,,Road,,Engineering,,,Metal Waffle,,20100412,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
212,,3,Handrail,,,,20100212,,,1001149448,Final AB,,,,,1001143229,,Retaining Wall,,Engineering,,,Metal Tube,,20100212,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,,,
213,,2,Fencing,,,,20100212,,,1001149451,Final AB,,,,,,,Sidewalk,,Engineering,,,Log Rail,,20100212,,,,,,,,Engineering,Surrey,Not Painted,,,,1707-7030-00,,,,,,,In Service,,,,,,,,,,2009,,
214,,2,Fencing,,,,20100212,,,1001149450,Final AB,,,,,,,Sidewalk,,Engineering,,,Log Rail,,20100212,,,,,,,,Engineering,Surrey,Not Painted,,,,1707-7030-00,,,,,,,In Service,,,,,,,,,,2009,,
215,,2,Fencing,,,,20110505,,,1001197045,Initial AB,,,,,,,Walkway,,Engineering,,,Log Rail,,20110505,,,,,,,,Engineering,Surrey,Not Painted,,,,7807-0123-00,,,,,,,In Service,,,,,,,,,,2010,,
216,,6,Retaining Wall,,,,20110615,,,1001201176,Final AB,,,,,,,Other,,Engineering,,,Concrete,,20110615,,,,,,,,Engineering,Surrey,,,,,7808-0011-00,,,,,,,In Service,,,,,,,,,,2010,,
217,,3,Handrail,,,,20101208,,,1001184202,Final AB,,,,,,,Retaining Wall,,Engineering,,,Metal Tube,,20101208,,,,,,,,Engineering,Surrey,Not Painted,,,,1706-3090-00,,,,,,,In Service,,,,,,,,,,2010,,
218,,3,Handrail,,,,20090129,,,1001079537,Initial AB,,,,,,,Road,,Engineering,,,Metal Tube,,20090129,,,,,,,,Engineering,Surrey,,,,,4804-3030-00,,,,,,,In Service,,,,,,,,,,2009,,
219,,3,Handrail,,,,20090129,,,1001079538,Initial AB,,,,,,,,Gace Rd @ Scott Creek,Engineering,,,Metal Tube,,20090129,,,,,,,,Engineering,Surrey,,,,,4804-3030-00,,,,,,,In Service,,,,,,,,,,2009,,
220,,5,No Post Guardrail,17 NPGR,,,20091009,,,1001133883,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20091009,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,2009,,
221,,5,No Post Guardrail,12 NPGR,,,20091009,,,1001133884,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20091009,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,,,
222,,5,No Post Guardrail,2 NPGR,,,20091009,,,1001133885,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20091009,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,2009,,
223,,5,No Post Guardrail,3 NPGR,,,20091009,,,1001133886,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20091009,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,2009,,
224,,5,No Post Guardrail,,,,20091009,,,1001133887,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20091009,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,2009,,
225,,5,No Post Guardrail,2 NPGR,,,20091009,,,1001133888,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20091009,,,,,,,,Engineering,Surrey,Yellow,,,,,,,,,,,In Service,,,,,,,,,,2009,,
226,,5,No Post Guardrail,5 NPGR,,,20091009,,,1001133956,Initial AB,,,,,,,Road,,Engineering,,,Concrete,,20091009,,,,,,,,Engineering,Surrey,Not Painted,,,,,,,,,,,In Service,,,,,,,,,,2009,,
