,DESCRIPTION,PLAN_NO,PROJECT_NO,PURPOSE,ROW_NO,ROW_TYPE2,STATUS,WIDTH,YR
209,PTN LT 1 PL 1360,BCP20547,7804-0132,Multiple Facilities,E2005-0542,Municipal Right of Way,Registered,0.5,2005
210,PTN LT 1 PL 1360,BCP20547,7804-0132,Multiple Facilities,E2005-0548,Municipal Right of Way,Registered,0.5,2005
211,PTN PCL 1 RP61858,86816,7888-0249,Drainage,E1990-0175,Municipal Right of Way,Registered,0,1990
212,PTN PCL A LT 23 PL 1361,BCP21031,7803-0470,Multiple Facilities,E2005-0587,Municipal Right of Way,Initiated,0.5,2006
213,PTN LT B PL 13385,BCP17689,7804-0003,Multiple Facilities,E2005-0244,Municipal Right of Way,Registered,0.5,2005
214,PTN LT 18 PL 3981,BCP17689,7804-0003,Multiple Facilities,E2005-0249,Municipal Right of Way,Registered,0.5,2005
215,PTN LT 36 PL 46652,BCP17665,7803-0268,Multiple Facilities,E2005-0217,Municipal Right of Way,Registered,0.5,2005
216,PTN LT 40 PL 60252 (PL EPP56440),EPP56438,7813-0241-00,Multiple Facilities,E2016-0022,Municipal Right of Way,Initiated,0.5,2016
217,PTN LT 22 PL 32278 (PL EPP56440),EPP56438,7813-0241-00,Multiple Facilities,E2016-0024,Municipal Right of Way,Registered,0.5,2016
218,PTN LT 40 PL 60252 (PL EPP56440),EPP56438,7813-0241-00,Multiple Facilities,E2016-0021,Municipal Right of Way,Registered,0.5,2016
219,PTN Rem 3 PL 2142,LMP13426,7890-0143,Public Access,E1993-0454,Municipal Right of Way,Registered,0,1994
220,PTN LT 2 PL LMP14761,LMP16669,7892-0428,Drainage,E1994-0141,Municipal Right of Way,Registered,3,1994
221,PTN LT 152 PL 55611 (GVS & DD),39423,2054-002,Sanitary,E1986-1096,Municipal Right of Way,Registered,0,1971
222,PTN REM A PL EP23281,66075,R209,Multiple Facilities,E1982-0132,Municipal Right of Way,Registered,0,1983
223,PTN LT A EP4757 (LTS 212-213 PL 53243),52572,9079,Multiple Facilities,E1977-1010,Municipal Right of Way,Registered,3.048,1977
224,PTN LT 2 PL 74422,76630,7886-3210,Multiple Facilities,E1987-0548,Municipal Right of Way,Registered,3,1988
225,PTN W 134 FT LT 8 PL 4217,EPP52095,7811-0120-00,Passage,E2015-0342,Municipal Right of Way,Registered,2.5,2015
226,PTN LT 42 PL BCP351,BCP353,7801-0188,Multiple Facilities,E2002-0278,Municipal Right of Way,Registered,0.5,2002
227,PTN LT 84 PL 45413 (LT 107 PL 53538),36996,2157,Drainage,E1970-0027,Municipal Right of Way,Registered,0,1977
228,PTN LT 26 PL 13887 (LT 261/250 PL 66907),66495,7880-572,Sanitary,E1983-0280,Municipal Right of Way,Registered,3,1983
229,PTN LT 50 PL BCP351,BCP353,7801-0188,Multiple Facilities,E2002-0287,Municipal Right of Way,Registered,0.5,2002
230,PTN OF STRATA PL NW1477,LMP9668,3891-170,BC Hydro,E1992-0227,Municipal Right of Way,Registered,2.5,1999
231,PTN LT 2 PL 17951,EPP35335,7812-0091-00,Multiple Facilities,E2016-0005,Municipal Right of Way,Registered,0.5,2016
232,PTN LT 4 PL 17951,EPP35335,7812-0091-00,Passage,E2016-0006,Municipal Right of Way,Registered,9.0,2016
233,PTN LT 9 PL 5382 (LT 2 PL 75232),74692,7885-5820,Sanitary,E1987-0194,Municipal Right of Way,Registered,3,1987
234,,AB164406,N/A,Terasen Gas,N/A,Utility Right of Way,Registered,VAR,
235,PTN LT 6 PL 8956,EPP52095,7811-0120-00,Passage,E2015-0340,Municipal Right of Way,Registered,2.5,2015
236,PTN LT 4 BLK I PL 469,59460,0508,Sanitary,E1980-0148,Municipal Right of Way,Registered,2,1980
237,PTN LT 1 PL 88428 (GVS&DD)(LMP41082),85877,2054-002,Sanitary,E1992-0205,Municipal Right of Way,Registered,5,1990
238,PTN LT 1 PL EP13049,EPP47517,7814-0015-00,Multiple Facilities,E2015-0347,Municipal Right of Way,Registered,0.5,2015
239,,316292C,N/A,Terasen Gas,N/A,Utility Right of Way,Registered,VAR,
240,PTN LT 22 PL 17766 (BCP553),LMP54160,7801-0345,Drainage,E2002-0368,Municipal Right of Way,Registered,3,2002
241,PTN LT 11 PL 5525 (LT 111 PL 79445),79086,7887-5630,Multiple Facilities,E1988-0481,Municipal Right of Way,Registered,0,1988
242,PTN LT 6 PL 8956,EPP52090,7811-0120-00,Multiple Facilities,E2015-0229,Municipal Right of Way,Registered,0.5,2015
243,"PTN LT 3 PL 18263 (LT 4, 5 PL 83389)",82827,7889-0028,Multiple Facilities,E1989-0384,Municipal Right of Way,Registered,5,1989
244,PTN LT G PL 25300,BCP4690,7802-0215,Multiple Facilities,E2003-0112,Municipal Right of Way,Registered,6,2003
245,PTN LT 1 PL 70492 (LT 13/15 PL70680),70431,7885-311,Sanitary,E1985-0324,Municipal Right of Way,Registered,3,1985
246,PTN LT 38 PL 22484,56958,4516,Multiple Facilities,E1978-0113,Municipal Right of Way,Registered,2,1979
247,PTN LT 24 PL 24999 (LT 1 PL 78876),78135,7887-4530,Drainage,E1988-0269,Municipal Right of Way,Registered,3,1988
248,PTN LT A PL 2714,LMP27822,3894-603,Multiple Facilities,E1995-0280,Municipal Right of Way,Registered,2.134,1996
249,PTN LT 32 PL BCP5489,BCP6306,7801-0203,Multiple Facilities,E2003-0355,Municipal Right of Way,Registered,0.5,2003
250,PTN E 1/2 LT 5 PL 1921,BCP1236,7896-0353,Multiple Facilities,E2002-0486,Municipal Right of Way,Registered,1,2002
251,PTN LT 33 BLK 5 PL 1755,52780,4515,Sanitary,E1977-0377,Municipal Right of Way,Registered,1.524,1977
252,PTN LT 1 PL LMP48965,LMP48966,7800-0034,Public Access,E2001-0170,Municipal Right of Way,Registered,1,2001
253,PTN LT 39 PL31146,LMP39757,7897-0141,Drainage,E1998-0253,Municipal Right of Way,Initiated,6,1998
254,PTN LT 6 PL 1449 (LTS 14-16 PL LMP54473),LMP52819,7800-0176,Multiple Facilities,E2002-0076,Municipal Right of Way,Registered,1,2002
255,PTN LT 59 PL 67927,68065,7881-173,Water,E1984-0076,Municipal Right of Way,Registered,0,1984
256,PTN LT 13 PL 12286,40054,S424D,Sanitary,E1971-0131,Municipal Right of Way,Registered,3.0,1977
257,PTN LT 3 PL BCP28679,BCP29987,7805-0126-03,Multiple Facilities,E2007-0583,Municipal Right of Way,Registered,0.5,2007
258,PTN LT 5 PL LMP11987 (LMS1424),LMP11995,7889-0580,Public Access,E1992-0376,Municipal Right of Way,Registered,3.7,1993
259,PTN LT 1 PL 3169 ( LT 2 PL 73076),73075,7893-0230,Sanitary,E2000-0376,Municipal Right of Way,Registered,0,2000
260,PTN LT 1 PL 1066 (LTS 23 & 24 PL 55129),39750,2878,Water,E1971-0074,Municipal Right of Way,Registered,0.914,1971
261,PTN LT 4 PL 5454 (LT 307-310 PL 63139),62189,A468,Multiple Facilities,E1981-0190,Municipal Right of Way,Registered,0.75,1981
262,PTN LT 4 PL 1962 (PL BCP13462),BCP12330,7803-0287,Multiple Facilities,E2004-0375,Municipal Right of Way,Registered,0.5,2004
263,PTN LT 1 PL 83587 (LT B PL LMP5385),83588,7887-6431,Drainage,E1989-0442,Municipal Right of Way,Registered,10.058,1990
264,PTN LT 2 PL 18244,LMP54571,1700-301,Public Access,E2000-0336,Municipal Right of Way,Registered,1.5,2002
265,PTN LT 11 PL 85101,85925,7887-1346,Drainage,E1990-0352,Municipal Right of Way,Registered,5,1990
266,PTN LT 7 PL 5525 (LT 105 PL 79445),79086,7887-5630,Public Access,E1988-0475,Municipal Right of Way,Registered,0,1988
267,PTN LT C PL 23528,BCP12195,BCP12195,Multiple Facilities,E2004-0327,Municipal Right of Way,Registered,0.5,2004
268,PTN LT 1 PL LMP28062,EPP56784,7814-0337-00,Multiple Facilities,E2015-0476,Municipal Right of Way,Registered,0.5,2015
269,PTN LT 2 PL 77571,78519,6087-3085,Sanitary,E1988-0366,Municipal Right of Way,Registered,3,1988
270,PTN E 1/2 LS 10 SEC 21 TP7 NWD,EPP56784,7814-0337-00,Multiple Facilities,E2015-0478,Municipal Right of Way,Registered,0.5,2015
271,PTN REM 20 PL 2163 (LT 31 PL 78853),78305,7887-3320,Multiple Facilities,E1988-0306,Municipal Right of Way,Registered,0.5,1988
272,PTN LT 19 PL 1571 (LT 3 PL LMP14128),65336,0689,Water,E1982-0274,Municipal Right of Way,Registered,0,1983
273,PTN N 1/2 LT A PL 7777 (PL LMP1884),LMP1546,7890-0147,Public Access,E1991-0265,Municipal Right of Way,Registered,1.442,1991
274,PTN LT 3 PL 1809,BCP15689,7803-158,Multiple Facilities,E2005-0060,Municipal Right of Way,Registered,0.5,2005
275,PTN LT 84 PL 45413 (LT 107 PL 53538),44938,4047,Drainage,E1977-1012,Municipal Right of Way,Registered,3.048,1977
276,PTN LT 2 PL LMP28062,EPP56784,7814-0337-00,Multiple Facilities,E2015-0475,Municipal Right of Way,Registered,0.5,2015
277,PTN LT E PL 13910 (LT 1 PL 76911),74655,7885-3150,Drainage,E1987-0220,Municipal Right of Way,Registered,3,1987
278,PTN LT 32 PL 39377,BCP18028,7804-0281,Multiple Facilities,E2005-0283,Municipal Right of Way,Registered,0.5,2005
279,PTN LT 124 NW 1/4 (LT B EP 55111),49720,3784,Drainage,E1975-0327,Municipal Right of Way,Registered,0,1976
280,PTN LT 1 BK 4 PL 517,56587,4516,Sanitary,E1978-0154,Municipal Right of Way,Registered,0,1979
281,PTN E 1/2 LS 10 SEC 21 TP7 NWD,EPP56784,7814-0337-00,Multiple Facilities,E2015-0477,Municipal Right of Way,Registered,0.5,2015
282,PTN LT 3 PL LMP28062,EPP56784,7814-0337-00,Multiple Facilities,E2015-0474,Municipal Right of Way,Registered,0.5,2015
283,PTN REM W 1/2 NE 1/4,LMP50184,4899-407,Multiple Facilities,E2000-0232,Municipal Right of Way,Registered,0,2001
284,PTN LT 1 PL 3974,EPP56104,7814-0311-00,Multiple Facilities,E2016-0027,Municipal Right of Way,Registered,VAR,2016
285,PTN LT 1 PL LMP49756,BCP1236,7896-0353,Multiple Facilities,E2002-0473,Municipal Right of Way,Registered,1,2002
286,PTN LT 1 PL BCP 10609,BCP10610,7903-0317,Sanitary,E2004-0006,Municipal Right of Way,Registered,1.7,2004
287,PTN LT 5 PL 14887,EPP50363,7812-0308-00,Drainage,E2015-0248,Municipal Right of Way,Registered,5.0,2015
288,PTN LT 6 PL 14887,EPP50363,7812-0308-00,Drainage,E2015-0249,Municipal Right of Way,Registered,5.0,2015
289,PTN N 264 FT N 1/2 W 1/2 LS2 SEC 24 TP1 ,EPP51356,7812-0323-00,Multiple Facilities,E2015-0202,Municipal Right of Way,Registered,0.5,2015
290,PTN N 264 FT N 1/2 W 1/2 LS2 SEC 24 TP1 ,EPP51356,7812-0323-00,Multiple Facilities,E2015-0203,Municipal Right of Way,Registered,0.5,2015
291,PTN LT 29 PL 46232,EPP62043,7815-0381-00,Multiple Facilities,E2016-0204,Municipal Right of Way,Registered,0.5,2016
292,PTN N 264 FT N 1/2 W 1/2 LS2 SEC 24 TP1,EPP51356,7812-0323-00,Multiple Facilities,E2015-0204,Municipal Right of Way,Registered,0.5,2015
293,PTN LT 174 PL BCP6715,BCP6716,7802-0240,Multiple Facilities,E2003-0283,Municipal Right of Way,Registered,0.5,2003
294,PTN LT 18 PL 45831,EPP60609,7814-0300-00,Multiple Facilities,E2016-0230,Municipal Right of Way,Initiated,0.5,2016
295,PTN LT 19 PL 79850 (LT 2 PL LMP13971),LMP7825,7891-0162,Multiple Facilities,E1993-0029,Municipal Right of Way,Registered,0,1993
296,PTN LT 3 BLK E PL 2328,58207,0508,Sanitary,E1979-0229,Municipal Right of Way,Registered,2,1979
297,PTN N 264 FT N 1/2 W 1/2 LS2 SEC 24 TP1,EPP51356,7812-0323-00,Multiple Facilities,E2015-0205,Municipal Right of Way,Registered,0.5,2015
298,PTN LT 29 PL 46232,EPP62043,7815-0381-00,Multiple Facilities,E2016-0206,Municipal Right of Way,Registered,0.5,2016
299,PTN LT 105 PL 71098 (LT 3 PL 75386),70544,7885-162,Walkway,E1985-0354,Municipal Right of Way,Registered,0,1986
300,PTN LT 29 PL 46232,EPP62043,7815-0381-00,Multiple Facilities,E2016-0205,Municipal Right of Way,Registered,0.5,2016
301,PTN LT 1 PL 14965,EPP51356,7812-0323-00,Multiple Facilities,E2015-0209,Municipal Right of Way,Registered,0.5,2015
302,PTN LT B PL LMP2360 (LT 12 PL LMP4088),,7887-5890,Public Access,E1991-0399,Municipal Right of Way,Initiated,0,
303,PTN Rem W 1/2 LT B PL 16694 (PL LMP5107),LMP4122,7890-0427,Multiple Facilities,E1992-0157,Municipal Right of Way,Registered,1.842,1992
304,PTN LT 228 PL 66296 (LT 8 PL 70110),69979,7885-208,Public Access,E1985-0252,Municipal Right of Way,Registered,0,1986
305,PTN LT 4 PL 9136,EPP39525,5400-60,BC Combined,E2015-0410,Municipal Right of Way,Registered,VAR,2014
306,PTN LT B EP16674 (LT 178 & 180 PL 65000),58536,S902,Sanitary,E1980-0035,Municipal Right of Way,Registered,3,1980
307,PTN W 134 FT LT 8 PL 4217,EPP52096,7811-0120-00,Passage,E2015-0343,Municipal Right of Way,Registered,VAR,2015
308,PTN LT 27 PL 8972,LMP33698,4896-213,Drainage,E1996-0269,Municipal Right of Way,Registered,0,1997
309,PTN W 134 FT LT 8 PL 4217,EPP52090,7811-0120-00,Multiple Facilities,E2015-0230,Municipal Right of Way,Registered,0.5,2015
310,PTN W 134 FT LT 8 PL 4217,EPP52096,7811-0120-00,Water,E2015-0344,Municipal Right of Way,Registered,VAR,2015
311,PTN LT 1 PL LMP21759,LMP25651,7895-0087,Multiple Facilities,E1995-0273,Municipal Right of Way,Registered,5,1995
312,PTN LT G PL 25333 ,BCP5651,4800-506,Drainage,E2002-0386,Municipal Right of Way,Registered,VAR,2003
313,PTN S 1/2 LT 6 PL 13568 (LMP39052),LMP37355,7897-0148,Drainage,E1998-0061,Municipal Right of Way,Registered,5,1998
314,PTN LT 10 PL 15716,LMP50517,7800-0079,Sanitary,E2001-0205,Municipal Right of Way,Registered,6,2002
315,PTN LT 14 PL 7239 (LT 10 PL LMP36499),LMP33838,7896-0104,Drainage,E1997-0213,Municipal Right of Way,Registered,3,1997
316,PTN E 1/4 SEC 22 TP 2,12618,N/A,BC Hydro,N/A,Utility Right of Way,Registered,VAR,1952
317,PTN LT A PL 480,45065,2054-002,Sanitary,E1986-0317,Municipal Right of Way,Registered,VAR,1986
318,PTN LT 100 PL 68614,70635,1785-556,Drainage,E1985-0108,Municipal Right of Way,Registered,0,1985
319,PTN LT 37 PL 28880 (LT 39 PL BCP6873),BCP5880,7800-0324,Drainage,E2003-0335,Municipal Right of Way,Registered,0,2003
320,PTN LT 14 PL 3981,BCP15935,7803-0054,Multiple Facilities,E2005-0091,Municipal Right of Way,Registered,0,2005
321,PTN S 205.5 FT LT 7 PL 2840,EPP48694,7807-0371-00,Multiple Facilities,E2015-0067,Municipal Right of Way,Registered,VAR,2015
322,PTN LT 89 PL BCP351,BCP353,7801-0188,Multiple Facilities,E2002-0349,Municipal Right of Way,Registered,0.5,2002
323,PTN N 1/2 LT 3 PL 1250 (LT 1 PL 87090),86626,7890-0108,Public Access,E1990-0545,Municipal Right of Way,Registered,2.2,1990
324,PTN LT 9 PL 5488 (PL 46149 PL 57126),45121,3221,Multiple Facilities,E1974-0332,Municipal Right of Way,Registered,0,1974
325,PTN PCL 1 BL 52081 (LT 64 PL 54590),54589,3905,Public Access,E1977-0982,Municipal Right of Way,Registered,0,1978
326,PTN LT A OF THE SW 1/4 OF SEC 36,BCP14093,4802-054,Drainage,E2004-0163,Municipal Right of Way,Registered,3.5,2004
327,PTN E1/2 LT 6 PL 2563,BCP5122,7802-0172,Multiple Facilities,E2003-0208,Municipal Right of Way,Registered,1,2003
328,PTN LT 72 PL 82280,82281,7888-0020,Multiple Facilities,E1989-0312,Municipal Right of Way,Registered,5,1989
329,PTN LT 42 PL 53576 (LT A PL 76734),69747,7884-189,Multiple Facilities,E1985-0202,Municipal Right of Way,Registered,0,1985
330,PTN LT 16 PL 36454,EPP55899,7810-0270-00,Multiple Facilities,E2015-0494,Municipal Right of Way,Registered,0.5,2015
331,,W116454,N/A,BC Hydro,N/A,Utility Right of Way,Registered,VAR,
332,NE 1/4 SEC 7 TP 2,16586,N/A,BC Hydro,N/A,Utility Right of Way,Registered,VAR,1956
333,PTN LT 18 PL 1075,51567,3836,Multiple Facilities,E1976-0301,Municipal Right of Way,Registered,0,1976
334,PTN REM B EP14576 (RP82063 & BCP13644),62619,R001,Multiple Facilities,E1981-0066,Municipal Right of Way,Registered,0,1981
335,PTN LT 1 PL 4274,61018,2054-002,Water,E1986-0569,Municipal Right of Way,Registered,VAR,1986
336,PTN W 5 FT LT 1 BLK 6 PL 480 (LT C),,4515,Sanitary,E1978-0081,Municipal Right of Way,Registered,1.524,1977
337,PTN LT 20 PL 1278 (LT 101/102 PL 44376),36756,,Drainage,E1970-0001,Municipal Right of Way,Registered,3.048,1970
338,PTN LT 7 PL 17698,EPP50252,7811-0248-00,Multiple Facilities,E2015-0194,Municipal Right of Way,Registered,0.5,2015
339,PTN LT 3 PL LMP13209,EPP52098,7805-0242-00,Multiple Facilities,E2015-0336,Municipal Right of Way,Registered,3.5,2015
340,,,,Dyke,,Municipal Right of Way,,,
341,PTN LT 3 PL 14086,57137,4516,Sanitary,E1978-0139,Municipal Right of Way,Registered,2,1979
342,PTN LT 7 PL 17698,EPP50252,7811-0248-00,Multiple Facilities,E2015-0195,Municipal Right of Way,Registered,0.5,2015
343,PTN N 1/2 LT 6 PL 4217 (LT 1 PL 81927),79245,7886-4600,Drainage,E1988-0557,Municipal Right of Way,Registered,3,1989
344,PTN LT 11 PL LMP5880,LMP13914,7889-0586,Public Access,E1993-0514,Municipal Right of Way,Registered,2,1997
345,PTN LT 78 PL 66672 (LT 15 LMP29085),LMP32638,4895-522,Drainage,E1995-0247,Municipal Right of Way,Registered,0,1997
346,PTN PCL A RP 4553 (PL 70413),69589,7884-078,Public Access,E1985-0172,Municipal Right of Way,Registered,2,1985
347,N & S 5 FT & W 8 FT LT 12 BLK 12 PL 576,,2054-002,Multiple Facilities,E1986-0759,Municipal Right of Way,Registered,0,1955
348,PTN LT 6 PL 8239 (LTS 42-44 PL 77948),77437,7886-5120,Drainage,E1988-0121,Municipal Right of Way,Registered,3,1988
349,PTN LT 138 PL 67522,67820,7881-121,Drainage,E1984-0122,Municipal Right of Way,Registered,0,1984
350,PTN PCL 1 EP6215 (PLS 55264 & 59338),54982,9132,Drainage,E1978-0364,Municipal Right of Way,Registered,15.24,1978
351,PTN LT 182 PL 47190,LMP42075,1798-058,Public Access,E1999-0011,Municipal Right of Way,Registered,0.6,1999
352,PTN LT 1 PL 3974,EPP56104,7814-0311-00,Multiple Facilities,E2016-0028,Municipal Right of Way,Registered,VAR,2016
353,PTN LT 1 PL 3974,EPP56104,7814-0311-00,Multiple Facilities,E2016-0029,Municipal Right of Way,Registered,VAR,2016
354,PTN REM 14 PL 12281,LMP42594,1798-058,Public Access,E1999-0045,Municipal Right of Way,Registered,0.6,1999
355,PTN LT 63 PL 33200,LMP8023,4889-955,Drainage,E1990-0619,Municipal Right of Way,Registered,6,1992
356,PTN LT 1 PL 3974,EPP56103,7814-0311-00,Multiple Facilities,E2016-0025,Municipal Right of Way,Registered,0.5,2016
357,PTN LT 19 BK 9 PL 21494 (LT 55 PL 57206),56664,78-213,Sanitary,E1979-0076,Municipal Right of Way,Registered,4.572,1979
358,PTN LT 1 PL 17951,EPP35335,7812-0091-00,Multiple Facilities,E2016-0004,Municipal Right of Way,Registered,0.5,2016
359,PTN PCL C PL 86557 (LT 12 PL 86559),86558,7888-0370,Multiple Facilities,E1990-0227,Municipal Right of Way,Registered,2.802,1990
360,PTN LT 4 BLK 7 PL 2015 (LT 295 PL 66129),65723,7883-038,Drainage,E1983-0075,Municipal Right of Way,Registered,3,1983
361,PTN LT 33 PL65507 (LT 11-13 PL LMP14399),LMP13271,7891-0246,Multiple Facilities,E1993-0446,Municipal Right of Way,Registered,3,1994
362,PTN LT 10 PL 17350 (PL LMP54473),LMP52819,7800-0176,Drainage,E2002-0084,Municipal Right of Way,Registered,0,2002
363,PTN LT 2 PL 5428 (LT 430 PL 67753),62978,A467,Sanitary,E1982-0041,Municipal Right of Way,Partial Release,1.5,1982
364,PTN LT 266 PL 57599 (GVS & DD),39423,2054-002,Sanitary,E1986-1104,Municipal Right of Way,Registered,3.048,1971
365,PTN LT 1 PL 14965,EPP51356,7812-0323-00,Multiple Facilities,E2015-0210,Municipal Right of Way,Registered,0.5,2015
366,PTN LT 1 PL 14965,EPP51356,7812-0323-00,Multiple Facilities,E2015-0211,Municipal Right of Way,Registered,0.5,2015
367,PTN LT 37 PL BCP351,BCP353,7801-0188,Multiple Facilities,E2002-0273,Municipal Right of Way,Registered,0.5,2002
368,PTN LT 112 PL BCP351,BCP353,7801-0188,Multiple Facilities,E2002-0334,Municipal Right of Way,Registered,0.5,2002
369,PTN LT 1 PL 14965,EPP51356,7812-0323-00,Multiple Facilities,E2015-0212,Municipal Right of Way,Registered,0.5,2015
370,PTN LT 17 PL 26642 (LMP54217),LMP53412,7801-0184,Public Access,E2002-0175,Municipal Right of Way,Registered,0,2002
371,PTN W 1/2 LT 7 PL 7427(LT 3 PL LMP47242),LMP39508,7897-0332,Drainage,E1998-0212,Municipal Right of Way,Registered,0.33,1998
372,PTN LT 3 PL 11645 (LTS 34-37 PL 68495),51666,4227,Sanitary,E1976-0038,Municipal Right of Way,Registered,0,1977
373,PTN LT 4 PL 1692 ( LT 10 PL 78631),78026,7885-2760,Drainage,E1988-0245,Municipal Right of Way,Registered,3,1988
374,PTN LT 135 PL 67522,67820,7881-121,Sanitary,E1984-0114,Municipal Right of Way,Registered,1,1984
375,PTN LT 10 PL 2559,56695,4516,Sanitary,E1978-0218,Municipal Right of Way,Registered,0,1979
376,PTN LT 4 PL 2142 (LTS 28-29 PL LMP14635),LMP13427,7890-0143,Drainage,E1993-0452,Municipal Right of Way,Registered,0,1994
377,PTN LT A PL LMP4628,BCP4060,7802-0096,Multiple Facilities,E2003-0085,Municipal Right of Way,Registered,6,2003
378,PTN LT 63 PL 61477,75044,5687-2830,Sanitary,E1987-0286,Municipal Right of Way,Registered,3,1987
379,PTN Rem 3 PL 5790 (LT 19 PL 80689),80154,7888-0071,Multiple Facilities,E1989-0002,Municipal Right of Way,Registered,5,1989
380,PTN LT 180 PL 51629,51631,3874,Multiple Facilities,E1976-0108,Municipal Right of Way,Registered,3.048,1976
381,PTN LT A EP13531 (LT 176-180 PL 57129),56233,9266,Multiple Facilities,E1979-0007,Municipal Right of Way,Registered,0,1979
382,PTN LT 28 PL 2163 (LT 124-130 PL 55796),55013,9273,Sanitary,E1978-0370,Municipal Right of Way,Registered,0.61,1978
383,PTN LT 18 PL 54452,EPP55333,7814-0107-00,Multiple Facilities,E2015-0513,Municipal Right of Way,Initiated,5.25,2015
384,ALL OF LT 8 PL 8960,EPP42070,7812-0325-00,Multiple Facilities,E2014-0536,Municipal Right of Way,Registered,18.74,2015
385,PTN LT 1 PL LMP11399,BCP582,4899-407,Multiple Facilities,E2001-0042,Municipal Right of Way,Registered,0,2002
386,PTN PCL F RP12278 (PCL 1 PL LMP24737),54159,4826,Drainage,E1978-0003,Municipal Right of Way,Registered,VAR,1978
387,PTN LT 3 PL BCP03186,EPP55734,7815-0004-00,Sanitary,E2015-0429,Municipal Right of Way,Registered,VAR,2015
388,PTN N 1/2 LT 25 PL 2163 (PL LMP9688),LMP8120,7891-0335,Drainage,E1993-0017,Municipal Right of Way,Registered,3,1993
389,PTN LT 133 PL 41559,LMP41352,1798-058,Public Access,E1998-0224,Municipal Right of Way,Registered,0.6,1999
390,PTN E1/2 LT 26 PL2378,LMP34042,7896-0218,Multiple Facilities,E1997-0197,Municipal Right of Way,Registered,0,1997
391,PTN LT 125 PL 51506,BCP13514,4804-313,Drainage,E2004-0229,Municipal Right of Way,Registered,3.05,2004
392,PTN LT 8 PL 1360,BCP19600,7804-0136,Multiple Facilities,E2005-0502,Municipal Right of Way,Registered,0.5,2005
