,ADJACENT_LAND_USE_RATING,BARCODE,COMMENTS,CONDITION,CONDITIONDATE,CRE_DATE,DEDICATED_URBAN_FOREST,DESCRIPTION,ESA_RANKING,EXPOSED_EDGE_LENGTH_M,FACILITYID,FOREST_AGE_CLASS,FOREST_TYPE,FRAGMENTATION_RATING,HOUSE_NO,INSERVICE_COST,INSERVICE_DATE,ISOLATION_RATING,LEGACYID,LOCATION,MAINTAINED_EDGE_LENGTH_M,MAINTENANCE_RESPONSIBILITY,MAKE,MAP_PAGE,MODEL,MOD_DATE,NATURAL_AREA_TYPE,OPERATING_LOCATION,OPERATING_LOCATION_TYPE,OPERATIONAL_RESPONSIBILITY,PARK_NAME,PARK_OWNERSHIP,RIGHT_OF_WAY,RIPARIAN_AREA,ROAD_CODE,SERIAL_NO,SERVICE_LEVEL,STATUS,STATUS_DATE,TRAIL_PRESENT,VENDOR,WARRANTYDATE,WARRANTY_PROVIDER,WORK_ASSIGNMENT,YRS_LIFE_EXPECTANCY
70,1,,Beginning of an ivy problem at S.E.  extreme of park,,,,N,"Forest; Springwood Forest Park, 5844 150 St",2,566,1001438928,Mature,Coniferous,0,05844,0,,4,0711-000000389,Most of park,,PARKS,,073,,20121016,Forest-coniferous,"Springwood Forest Park, 5844 150 St",Park,PARKS,Springwood Forest Park,,N,N,15000,,,OPERATING,20040823131400,N,,,,,
71,3,,Regen. hemlock (10m ht.); various few yd. wst. piles; Himal. bl. bry. taking over salmonbry. on E. and S. edge; dead nettle present ,,,,N,"Forest; Sullivan Elementary School Park, 15285 Kildare Dr",1,161,1001438959,Mature,Coniferous,0,15285,0,,4,0711-000000391,E. portion of park,,PARKS,,074,,20121016,Forest-coniferous,"Sullivan Elementary School Park, 15285 Kildare Dr",Park,PARKS,Sullivan Elementary School Park,,N,N,05975,,,OPERATING,20040823131800,N,,,,,
72,2,,"See map for refuse, etc., locat. and encroachments ",,,,N,"Forest; Charles Richardson Nature Reserve, 16934 88 Ave",0,3319,1001438876,Mature,Deciduous,0,16934,0,19990831,2,0711-000000081,Most of 8772 168 St portion of site and various stands at 8701 168 St portion of site,,Parks,,046,,20180817,Forest-deciduous,"Charles Richardson Nature Reserve, 16934 88 Ave",Park,Parks,Charles Richardson Nature Reserve,,Y,Y,08800,,,OPERATING,20000831120700,Y,,,,,
73,2,,,,,20100817,N,"Forest; Sunnyside Park, 15455 26 Ave",0,287,1001439247,Mature,Coniferous,1,15455,0,,4,0711-000001106,forest in east portion of park,287,Parks,,114,,20121016,Forest-coniferous,"Sunnyside Park, 15455 26 Ave",Park,Parks,Sunnyside Park,,N,N,02600,,,OPERATING,20100817175300,Y,,,,,
74,3,,,,,20091009,N,"Forest; 71I - Greenbelt, 5834 134a St",2,459,1001439237,Mature,Coniferous,0,05834,0,,4,0711-000001096,all of site,110,Parks,,071,,20121016,Forest-coniferous,"71I - Greenbelt, 5834 134a St",Park,Parks,71I - Greenbelt,,Y,N,13450,,,OPERATING,20091009100600,N,,,,,
75,1,,See map for invasive spp. location. ,,,,N,"Forest; 121D - Greenbelt, 2065 129B St",2,143,1001439050,Mature,Coniferous,0,02065,0,,4,0711-000000112,All of park,,PARKS,,121,,20121016,Forest-coniferous,"121D - Greenbelt, 2065 129B St",Park,PARKS,121D - Greenbelt,,Y,N,12970,,,OPERATING,20040819151700,N,,,,,
76,2,,,,,20081215,N,"Grassland; 75G - Greenbelt, 6111 163 St",1,1193,1001439186,,,1,06111,0,,2,0711-000001051,northwest corner and east side  of site,295,Parks,,075,,20180817,Grassland,"75G - Greenbelt, 6111 163 St",Park,Parks,75G - Greenbelt,,Y,Y,16300,,,OPERATING,20081215152900,Y,,,,,
77,3,, Young cedar hedge row along S. edge; several clumps of dense native shrubs with single tree; young alder where forest is fragmented; invas. species on edges of fragments ,,,20151019,N,"Forest; Don Christian Park, 6220 184 St",2,112,1001843061,Mature,Deciduous,0,06220,0,,2,1001439214,Various sections in E. half of park,,Parks,,078,,20151019,Forest-deciduous,"Don Christian Park, 6220 184 St",Park,Parks,Don Christian Park,,Y,N,18400,,,OPERATING,20040824084000,N,,,,,
78,1,,Severe ivy problem; 2 large over-mature D.fir on upper portion of park. ,,,,N,"Forest; Christopherson Steps - 120E, 2409 Christopherson Rd",0,217,1001439048,Mature,Coniferous,4,02409,0,,4,0711-000000453,Most of park,,PARKS,,120,,20121016,Forest-coniferous,"Christopherson Steps - 120E, 2409 Christopherson Rd",Park,PARKS,Christopherson Steps,,N,N,12240,,,OPERATING,20040824081100,Y,,,,,
79,1,,Himal. bl. bry. overtaking understory; English ivy creeping over from S.E. residence; periwinkle present,,,,N,"Forest; Ben Stevenson View Park - 120D, 12300 - 18 Ave",0,52,1001439047,Mature,Coniferous,0,12300,0,,1,0711-000000002,N.E. corner,,PARKS,,120,,20121016,Forest-coniferous,"Ben Stevenson View Park - 120D, 1799 Ocean Park Rd",Park,PARKS,Ben Stevenson View Park,,N,N,01800,,,OPERATING,,N,,,,,
80,2,,,,,20080708,N,"Grassland; Charles Richardson Nature Reserve, 17166 85a Ave",0,734,1001439179,,,0,17166,0,,2,0711-000000599,throughout site,,Parks,,046,,20180817,Grassland,"Charles Richardson Nature Reserve, 17166 85a Ave",Park,Parks,Charles Richardson Nature Reserve,,N,Y,08550,,,OPERATING,20080708170900,N,,,,,
81,3,,"This property (9099 141a St) has no access except thru private property; therefore it was only groundtruthed from 141a St. making yard waste, refuse and invasive spp. estimates impossible.  ",,,,N,"Forest; Kiyo Park, 9050 140 St",0,702,1001438795,Mature,Deciduous,0,09050,0,,3,0711-000000271,north portion of park,255,Parks,,032,,20121016,Forest-deciduous,"Kiyo Park, 9050 140 St",Park,Parks,Kiyo Park,,N,Y,14000,,,OPERATING,20040820140900,N,,,,,
82,2,,,,,20180418,N,"Forest; Grandview Reservoir Grounds, 16666 24 Ave",1,651,1001995999,Mature,Coniferous,0,16666,0,,2,1001439106,1,,PARKS,,125,,20180604,Forest-coniferous,"Grandview Reservoir Grounds, 16666 24 Ave",Land,PARKS,Grandview Reservoir,,N,N,02400,,,OPERATING,20040824092700,N,,,,,
83,3,,,,,20110602,N,"Forest; 128A - Greenbelt, 2011 192 St",0,860,1001439254,Young,Mixed,0,02011,0,,3,0711-000001109,entire site,436,Parks,,128,,20121016,Forest-mixed,"128A - Greenbelt, 2011 192 St",Park,Parks,128A - Greenbelt,,Y,N,19200,,,OPERATING,20110602075800,N,,,,,
84,2,,bird feeders in park ,,,20161108,N,"Forest; 104A - Greenbelt,15831 32 Ave",0,2466,1001896231,Mature,Mixed,0,15831,,20160209,3,1001580864,Follows riparian,96,Parks,,104,,20170519,Forest-mixed,"104A - Greenbelt, 15895 32 Ave",Park,Parks,104A - Greenbelt,,Y,Y,03200,,,OPERATING,,N,,,,,
85,4,,,,,,Y,"Grassland; Green Timbers Urban Forest Park, 14698 96 Ave",0,2241,1001439131,,,2,14698,0,,3,0711-000000193,meadow around lake,,PARKS,,023,,20180129,Grassland,"Green Timbers Urban Forest Park, 14698 96 Ave",Land,PARKS,Green Timbers Urban Forest Park,,Y,Y,09600,,,OPERATING,20060410105700,Y,,,,,
86,,,,,,,,,,,1002053194,,,,,,,,,,,,,,,,Forest-mixed,,,,,,,,,,,,,,,,,,
87,2,,"Near northeast corner cottonwood debris pile; Piles of yard waste along east edge, near northeast corner and near northwest corner (see map);Cedar hedge along east edge included in forest; Good cedar regen. in northwest corner ",,,,N,"Forest; Sunnyside Park, 15455 26 Ave",0,706,1001438735,Mature,Mixed,1,15455,0,,4,0711-000000566,Forest surrounding most of west portion of park and fragments in southwest corner.,,PARKS,,114,,20170307,Forest-mixed,"Sunnyside Park, 15455 26 Ave",Park,PARKS,Sunnyside Park,,Y,N,02600,,,OPERATING,20040824123100,Y,,,,,
88,2,,Also a lot of cottonwood in the park. ,,,,N,"Forest; Dogwood Park, 13485 20 Ave",0,1708,1001438741,Mature,Mixed,4,13485,0,,4,0711-000000466,Most of park,,PARKS,,121,,20121016,Forest-mixed,"Dogwood Park, 13485 20 Ave",Park,PARKS,Dogwood Park,,Y,Y,02000,,,OPERATING,20040824083800,Y,,,,,
89,2,,"Large sections of stream bank non-vegetated in areas; see map for invas. locatons; no Munic. ROW on COSMOS, however, storm sewar manholes thru. out ravine  ",,,,N,"Forest; Robson Ravine, 12499 100 Ave",0,2164,1001438854,Mature,Mixed,2,12499,0,,4,0711-000000549,Whole park,,PARKS,,020,,20180129,Forest-mixed,"Robson Ravine, 12499 100 Ave",Park,PARKS,Robson Ravine,,Y,Y,01000,,,OPERATING,20040824112500,Y,,,,,
90,2,,,,,,N,"Shrubland; 50B - Utility ROW, 12586 80 Ave",2,2940,1001438842,,,0,12586,0,,2,0711-000000332,Various locations,,PARKS,,050,,20180205,Shrubland,"50B - Utility ROW (Serpentine Dog-Off-Leash Park), 12586 80 Ave",Park,PARKS,50B - Utility ROW,,Y,Y,08000,,,OPERATING,20040823100600,Y,,,,,
91,4,,,,,20110602,N,"Forest; 129A - Greenbelt, 19396 24 Ave",0,910,1001439257,Young,Mixed,0,19396,0,,2,0711-000001112,all of site,149,Parks,,129,,20121016,Forest-mixed,"129A - Greenbelt, 19396 24 Ave",Park,Parks,129A - Greenbelt,,N,Y,02400,,,OPERATING,20110602090600,N,,,,,
92,4,,,,,20110602,N,"Forest; Latimer Park, 2786 192 St",0,1318,1001439258,Young,Mixed,1,02786,0,,3,0711-000001113,south portion of site,67,Parks,,119,,20121016,Forest-mixed,"Latimer Park, 2786 192 St",Park,Parks,Latimer Park,,N,Y,19200,,,OPERATING,20110602092000,N,,,,,
93,1,,,,,,N,"Forest; 62N - Greenbelt, 6752 137a St",0,314,1001438737,Mature,Mixed,0,06752,0,,4,0711-000001041,throughout site,,Parks,,062,,20121016,Forest-mixed,"62N - Greenbelt, 6752 137a St",Park,Parks,62N - Greenbelt,,N,Y,13750,,,OPERATING,20070904091900,N,,,,,
94,3,,,,,20161206,N,"Forest; 73K - Greenbelt, 14489 59a Ave",0,417,1001899146,Mature,Mixed,0,14489,,20160805,3,,entire lot,0,Parks,,073,,20161220,Forest-mixed,"73K - Greenbelt, 14489 59a Ave",Park,Parks,73K - Greenbelt,,N,Y,05950,,,OPERATING,,N,,,,,
95,3,,,,,20140528,N,"Forest; T.E. Scott Park, 6998 148 St",0,422,1001751339,Mature,Deciduous,0,06998,,20130117,3,,north section of park,422,Parks,,063,,,Forest-deciduous,"T.E. Scott Park, 6998 148 St",Park,,T.E. Scott Park,,N,N,14800,,,OPERATING,,N,,,,,
96,4,,"invasive species mostly in same location and behind houses of Killarney Dr.; large old yard waste pile east side of trail north of Killarney Pl. in south (top layer of large pile, and material around trees, removed in Nov/01) ",,,,N,"Forest; Sullivan Park, 6272 - 152 St",1,2944,1001438731,Mature,Mixed,1,06272,0,,2,0711-000000055,S. and S.E. from the end of 62A Ave,,PARKS,,074,,20170307,Forest-mixed,"Sullivan Park, 6272 152 St",Park,PARKS,Sullivan Park,,Y,Y,15200,,,OPERATING,,Y,,,,,
97,2,,Lacking good understory; Douqlas fir regen.; cedar component is young-mature; N. edge is very open - forest floor will become more compacted from trampling when development in area completed ,,,,N,"Forest; Meridian Park, 2271 149A St",2,244,1001439065,Young,Coniferous,0,02271,0,19990912,2,0711-000000091,Whole lot,,Parks,,123,,20121016,Forest-coniferous,"Meridian Park, 2271 149A St",Park,Parks,Meridian Park,,N,N,14950,,,OPERATING,20000912155900,Y,,,,,
98,2,,Dead nettle covering few areas; E. portion of park is cultured by residents (understory modified); some mature trees present  ,,,,N,"Forest; 15J - Greenbelt, 10716 Fraserglen Dr",2,214,1001438789,Young,Deciduous,4,10716,0,,4,0711-000000039,Mostly W. portion of lot,,PARKS,,015,,20170131,Forest-deciduous,"15J - Greenbelt, 10716 Fraserglen Dr",Park,PARKS,15J - Greenbelt,,N,N,16305,,,OPERATING,,Y,,,,,
99,2,,"Large encroachment area along S. edge; Him. bl. berry thru. out much of forest; see map for yd. wst., etc. locat's ",,,,N,"Forest; Claude Harvie Park, 5780 182 St",2,687,1001438787,Mature,Deciduous,2,05780,0,,4,0711-000000456,Most of park except grass area in W.,,PARKS,,077,,20121016,Forest-deciduous,"Claude Harvie Park, 5780 182 St",Park,PARKS,Claude Harvie Park,,Y,N,18200,,,OPERATING,20040824081900,Y,,,,,
100,2,,,,,,N,"Forest; 15M - Greenbelt, 16448 112 Ave",0,378,1001438919,Mature,Deciduous,0,16448,0,,3,0711-000000184,Whole lot,,PARKS,,015,,20161220,Forest-deciduous,"15M - Greenbelt, 16448 112 Ave",Park,PARKS,15M - Greenbelt,,N,N,11200,,,OPERATING,20040820100300,N,,,,,
101,3,,Small corner of hardhack in NE corner of lot.  ,,,,N,"Shrubland; 41D - Utility ROW, 13451 85 Ave",0,189,1001439103,,,0,13451,0,,1,0711-000000282,northeast corner of lot,,PARKS,,041,,20121016,Shrubland,"41D - Utility ROW, 13451 85 Ave",Park,PARKS,41D - Utility ROW,,N,N,08500,,,OPERATING,20040820145200,N,,,,,
102,3,,Majority of ROW is canary grass ,,,,N,"Shrubland; 77D - Utility ROW, 6063 184 St",2,386,1001439104,,,0,06063,0,,2,0711-000000400,1,,PARKS,,077,,20121016,Shrubland,"77D - Utility ROW, 6063 184 St",Park,PARKS,77D - Utility ROW,,Y,N,18400,,,OPERATING,20040823133400,N,,,,,
103,1,,,,,,N,"Forest; Queen Elizabeth Meadows - 31B, 9400 134 St",2,467,1001438829,Mature,Deciduous,0,09400,0,,2,0711-000000538,E. side of park,,PARKS,,031,,20121016,Forest-deciduous,"Queen Elizabeth Meadows - 31B, 9400 134 St",Park,PARKS,Queen Elizabeth Meadows Park,,N,N,13400,,,OPERATING,20040824110000,N,,,,,
104,1,,,,,,N,"Shrubland; 112G - Greenbelt, 2580 137 St",1,300,1001439114,,,0,02580,0,,3,0711-000000212,1,,Parks,,112,,20121016,Shrubland,"112G - Greenbelt, 2580 137 St",Park,Parks,112G - Greenbelt,,N,N,13700,,,OPERATING,20020717161100,N,,,,,
105,1,,Cedar regen. present; alder present along stream; invas. dead nettle and ivy down by stream (see map) ,,,,N,"Forest; 112P - Greenbelt, 3102 136 St",0,775,1001438969,Mature,Coniferous,0,03102,0,,4,0711-000000074,Whole lot,,PARKS,,112,,20121016,Forest-coniferous,"112P - Greenbelt, 3102 136 St",Park,PARKS,112P - Greenbelt,,Y,Y,13600,,,OPERATING,20040819142800,N,,,,,
106,2,,Dead nettle in S.E. and S.W. corner; yd. wst. just N. of 101A Ave access; some dead hemlocks present ,,,,N,"Forest; 23D - Greenbelt, 14705 101 Ave",0,265,1001438973,Mature,Coniferous,4,14705,0,,2,0711-000000231,Whole lot,,PARKS,,023,,20121016,Forest-coniferous,"23D - Greenbelt, 14705 101 Ave",Park,PARKS,23D - Greenbelt,,N,N,10100,,,OPERATING,20040820102300,Y,,,,,
107,2,,,,,20081215,N,"Forest; 75G - Greenbelt, 6111 163 St",1,1030,1001439187,Mature,Mixed,1,06111,0,,2,0711-000001052,"centre, west, and east sides of site",108,Parks,,075,,20180817,Forest-mixed,"75G - Greenbelt, 6111 163 St",Park,Parks,75G - Greenbelt,,Y,Y,16300,,,OPERATING,20081215153700,Y,,,,,
108,3,,,,,,N,"Forest; Kettle Crescent Park, 15434 Kildare Dr",1,306,1001438794,Young,Deciduous,4,15434,0,,4,0711-000000398,"Patchy, but most of lot.",,PARKS,,074,,20160125,Forest-deciduous,"Kettle Crescent Park, 15434 Kildare Dr",Park,PARKS,Kettle Crescent Park,,N,N,05975,,,OPERATING,20040823133000,N,,,,,
109,2,,Some Himalayan blackberry encroachment into forest; many overmature deciduous trees; see map for locations of 2 tree forts. ,,,,N,"Forest; 27A - Greenbelt, 9988 181 St",0,1188,1001438897,Mature,Mixed,0,09988,0,,3,0711-000000247,"All of E. , patches in W.",247,PARKS,,027,,20180817,Forest-mixed,"27A - Greenbelt, 9988 181 St",Park,PARKS,27A - Greenbelt,,Y,Y,18100,,,OPERATING,20040820114400,N,,,,,
110,3,,,,,20100818,N,"Forest; Morgan Heights Linear Park, 16151 25 Ave",0,811,1001439248,Young,Deciduous,0,16151,0,,3,0711-000001107,forest around pond and creek area,278,Parks,,115,,20180816,Forest-deciduous,"Morgan Heights Linear Park, 16151 25 Ave",Park,Parks,Morgan Heights Linear Park,,N,Y,02500,,,OPERATING,20100818090700,N,,,,,
111,1,,"Forest is mostly young alder, leading to poor understory in areas; forest in S. section more mature  ",,,,N,"Forest; Semiahmoo Trail Park, 3065 Semiahmoo Trail",0,2455,1001439068,Young,Deciduous,4,03065,0,,4,0711-000000557,Mostly contiguous stands thru. out park,,PARKS,,113,,20180817,Forest-deciduous,"Semiahmoo Trail Park, 3065 Semiahmoo Trail",Park,PARKS,Semiahmoo Trail Park,,Y,Y,14795,,,OPERATING,20040824114500,Y,,,,,
112,3,,Minor blackberry in SE.  Riparian area is good ,,,20161108,N,"Forest; Hyland Creek Park, 6542 138 St",0,897,1001896243,Mature,Mixed,0,06542,,20160714,4,1001580787,Whole lot,0,Parks,,062,,20170126,Forest-mixed,"Hyland Creek Park, 6542 138 St",Park,Parks,Hyland Creek Park,,N,N,13800,,,OPERATING,,N,,,,,
113,3,,,,,20090915,N,"Forest; 62K - Greenbelt, 6500 143 St",0,60,1001439224,Mature,Deciduous,0,06500,0,,3,0711-000001084,all of site,0,Parks,,062,,20121016,Forest-deciduous,"62K - Greenbelt, 6500 143 St",Park,Parks,62K - Greenbelt,,N,N,14300,,,OPERATING,20090915163000,N,,,,,
114,2,,,,,20130720,N,"Forest; 25C - Greenbelt, 10202 160 St",0,1309,1001606910,Mature,Mixed,0,10202,,20130128,3,,Most of park,88,Parks,,025,,20130720,Forest-mixed,"25C - Greenbelt, 10202 160 St",Park,Parks,25C - Greenbelt,,N,Y,16000,,,OPERATING,,N,,,,,
115,2,,,,,20090911,N,"Forest; 46G - Greenbelt, 8181 172 St",1,564,1001439216,Mature,Deciduous,0,08181,0,,3,0711-000001076,at 8181 172 St portion of site and N section of 17122 82 Ave,13,Parks,,046,,20121016,Forest-deciduous,"46G - Greenbelt, 8181 172 St",Park,Parks,46G - Greenbelt,,N,Y,17200,,,OPERATING,20090911154200,N,,,,,
116,2,,,,,20090915,N,"Forest; 45J - Greenbelt, 8333 167 St",0,416,1001439217,Mature,Deciduous,0,08333,0,,3,0711-000001077,entire site at 8333 167 St,70,Parks,,045,,20170301,Forest-deciduous,"45J - Greenbelt, 8333 167 St",Park,Parks,45J - Greenbelt,,Y,Y,1670,,,OPERATING,20090915081000,N,,,,,
117,2,,Sparse understory forming under planted trees ,,,,N,"Forest; Fraserglen Park, 10633 Fraserglen Dr",2,100,1001438746,Mature,Mixed,3,10633,0,,2,0711-000000008,On E. - W. 'arms',,PARKS,,015,,20140110,Forest-mixed,"Fraserglen Park, 10633 Fraserglen Dr",Park,PARKS,Fraserglen Park,,N,N,16305,,,OPERATING,,Y,,,,,
118,1,,Various garden encroachments (see map) into park; see map for yard wst. Iocat's; fair rating due to fragmentation ,,,,N,"Forest; Glenwood Park - 15N, 16625 - Glenwood Cres South",0,641,1001438748,Mature,Mixed,0,16625,0,,4,0711-000000010,Various stands thru. out park,,PARKS,,015,,20121016,Forest-mixed,"Glenwood Park, 16625 Glenwood Cres South",Park,PARKS,Glenwood Park,,N,N,10487,,,OPERATING,,Y,,,,,
119,2,,See map for refuse location; most of understory is invasive. ,,,20130614,N,"Forest; Cedar Greens Park, 15738 83a Ave",2,463,1001602688,Mature,Mixed,0,15738,0,,4,1001438872,Most of park,,PARKS,,044,,20130617,Forest-mixed,"Cedar Greens Park, 15738 83a Ave",Park,PARKS,Cedar Greens Park,,N,N,08350,,,OPERATING,20040823092000,N,,,,,
120,2,,See map for refuse location; most of understory is invasive. ,,,20130614,N,"Forest; Cedar Greens Park, 15738 83a Ave",2,463,1001602690,Mature,Mixed,0,15738,0,,4,1001438872,Most of park,,PARKS,,044,,20130613,Forest-mixed,"Cedar Greens Park, 15738 83a Ave",Park,PARKS,Cedar Greens Park,,N,N,08350,,,OPERATING,20040823092000,N,,,,,
121,2,,See map for refuse location; most of understory is invasive. ,,,20130614,N,"Forest; Cedar Greens Park, 15738 83a Ave",2,463,1001602691,Mature,Mixed,0,15738,0,,4,1001602688,Most of park,,PARKS,,044,,20130617,Forest-mixed,"Cedar Greens Park, 15738 83a Ave",Park,PARKS,Cedar Greens Park,,N,N,08350,,,OPERATING,20040823092000,N,,,,,
122,3,,,,,20130708,N,"Forest; Kurtenacker Park, 9078 162A St",2,405,1001439244,Young,Mixed,0,09078,0,20100201,4,1001605612,north portion of site,215,Parks,,035,,20130708,Forest-mixed,"Kurtenacker Park, 9078 162A St",Park,Parks,Kurtenacker Park,,N,Y,16250,,,OPERATING,20100603160300,Y,,,,,
123,1,,Forest extends into school. ,,,20130808,N,"Forest; Kennedy Park, 9058 Holt Rd",0,1682,1001608239,Mature,Mixed,4,09058,0,,4,1001438800,"Most of park, except near pool and tennis courts.",,PARKS,,030,,20130808,Forest-mixed,"Kennedy Park, 9058 Holt Rd",Park,PARKS,Kennedy Park,,N,N,12040,,,OPERATING,20040824100800,Y,,,,,
124,1,,Blackberry along rail tracks ,,,20130912,N,"Forest; 1001 Steps - Greenbelt, 12590 15A Ave",0,529,1001706905,Mature,Mixed,4,12590,0,19990913,4,1001439022,Western portion of park (along waters edge),,Parks,,130,,20130912,Forest-mixed,"1001 Steps - Greenbelt, 12590 15A Ave",Park,Parks,1001 Steps - Greenbelt,,N,N,01550,,,OPERATING,20000913111300,Y,,,,,
125,1,,"Western stand mostly aspen, S. section mostly fir and cedar; dead hemlock W. side of T1 ",,,20140115,N,"Forest; Aspen Park - 71L, 13380 59B Ave",2,1015,1001724391,Mature,Mixed,0,13380,0,,2,1001438782,Along W. and S. portions of park,,PARKS,,071,,20140115,Forest-mixed,"Aspen Park - 71L, 13380 59B Ave",Park,PARKS,Aspen Park,,N,N,05970,,,OPERATING,20040823142500,N,,,,,
126,1,,Linear nature leads to sometimes poor understory; see map for yd. wst. etc. locat's; good shrub cover over stream in N.  ,,,,N,"Forest; 31J - Greenbelt, 9006 - Queen Mary Blvd",0,542,1001438823,Mature,Deciduous,0,09006,0,,4,0711-000000031,Most of greenbelt,,PARKS,,031,,20170623,Forest-deciduous,"31J - Greenbelt, 9006 Queen Mary Blvd",Park,PARKS,31J - Greenbelt,,N,Y,13040,,,OPERATING,,N,,,,,
127,3,,Some blackberry starting. Needs species diversification.,,,20170814,N,"Grassland; Morningside Park, 8229 150 St",2,370,1001943016,,,4,08229,0,,4,1001439147,Western half interior excluding rows of spec trees at edges,,PARKS,,043,,20170814,Grassland,"Morningside Park, 8229 150 St",Park,PARKS,Morningside Park,,N,N,15000,,,OPERATING,20060410130200,Y,,,,,
128,2,,,,,20140429,,"Shrubland; Old City Hall Grounds, 14245 56 Ave",0,,1001745182,,,0,14245,,20140429,3,,North of parking lot along 142 St,,Parks,,072,,,Shrubland,"Old City Hall Grounds, 14245 56 Ave",Land,Parks,Old City Hall Grounds,,,Y,05600,,,OPERATING,,,,,,,
129,3,,"Private residence, did not access property; linear forest stands appear to have once been planted; invasive sp. rating minor although ornamental shrubs present  Originally inventoried as 43W",,,,N,"Forest; Morningside Park, 8229 150 St",2,611,1001438870,Mature,Coniferous,4,08229,0,,4,0711-000000347,Linear stands in E. and along S. edge,,PARKS,,043,,20170814,Forest-coniferous,"Morningside Park, 8229 150 St",Park,PARKS,Morningside Park,,N,N,15000,,,OPERATING,20040823104400,Y,,,,,
130,2,,See map for invasive spp. and refuse locations. ,,,,N,"Forest; Frank Hurt Park, 13828 77 Ave",2,1409,1001438713,Mature,Mixed,0,13828,0,,2,0711-000000488,S. half of park.,,PARKS,,052,,20121016,Forest-mixed,"Frank Hurt Park, 13828 77 Ave",Park,PARKS,Frank Hurt Park,,N,N,07700,,,OPERATING,20040824092300,Y,,,,,
131,1,,"Small and linear; altho. young, some mature cottonwood and cedar exist  ",,,,N,"Forest; Semiahmoo Trail - 123A, 15109 23A Ave",0,1491,1001438954,Young,Mixed,2,15109,0,,2,0711-000000136,mature forest area throughout site,,PARKS,,123,,20130820,Forest-mixed,"Semiahmoo Trail - 123A, 15109 23A Ave",Park,PARKS,Semiahmoo Trail - 123A,,Y,N,02350,,,OPERATING,20040820081600,Y,,,,,
132,1,,Yard waste and refuse mostly confined to E. section; large area (shown as forest on ArcView) in S.E. corner now developed; forest areas in N.W. and S.W. which are not delineated as natural area are privately maintained ,,,20170106,N,"Forest; Unwin Park, 13313 68 Ave",2,1924,1001901503,Mature,Deciduous,0,13313,0,,3,1001898443,Various sections on W. and E. sides,,PARKS,,061,,20170307,Forest-deciduous,"Unwin Park, 13313 68 Ave",Park,PARKS,Unwin Park,,N,N,06800,,,OPERATING,20040824124900,N,,,,,
133,1,,Moderate blackberry along riparian area.   ,,,,N,"Shrubland; 32A - Greenbelt, 13847 94 Ave",0,166,1001439118,,,0,13847,0,,2,0711-000000258,1,,PARKS,,032,,20121016,Shrubland,"32A - Greenbelt, 13847 94 Ave",Park,PARKS,32A - Greenbelt,,N,Y,09400,,,OPERATING,20040820131400,N,,,,,
