,ARDSA_DITCH,CHANNEL_TYPE,CHANNEL_TYPE2,COMMENTS,CRE_DATE,DOWN_ELEVATION,ENABLED,FACILITYID,GIS_ENTRY_STAGE,LEGACYID,MOD_DATE,NAME,OWNER,PROJECT_NO,SENSITIVITY,SLOPE,STATUS,UP_ELEVATION,YR
250,,1,Ditch,,20060629,,1,1000784324,,408515,20140528,,Surrey,,C,0,In Service,,
251,,1,Ditch,SEE CRRP 15-035105,20060629,,1,1000784325,,408516,20160229,,Surrey,,C,0,In Service,,
252,,1,Ditch,,20031210,,1,1000784246,,408583,20100401,,Surrey,,C,0,In Service,,
253,,0,Creek,,20131107,64.6,1,1001717873,Final AB,,20131107,Robson Park,Surrey,4801-6010-00,B,1.16153278,In Service,64.65,2013
254,,1,Ditch,,20120227,,1,1001404338,,,20120227,,Surrey,,UN,,In Service,,
255,,1,Ditch,,20060629,,1,1000784225,,408562,20100401,,Surrey,,C,0,In Service,,
256,,1,Ditch,,20071023,,1,1000835769,,388955,20150416,,Surrey,,C,0,In Service,,
257,,1,Ditch,,20031210,,1,1000789843,,408598,20120229,,Surrey,,C,0,In Service,,
258,,1,Ditch,,20060629,,1,1000789755,,408619,20140627,,Surrey,,C,0,In Service,,
259,,1,Ditch,,20031211,,1,1000789727,,408616,20140610,,Surrey,,C,0,In Service,,
260,,1,Ditch,,20031210,,1,1000784243,,408580,20150115,,Surrey,,C,0,In Service,,
261,,1,Ditch,,20140724,,1,1001757437,,1000824412,20140724,,Surrey,,C,0,In Service,,
262,,1,Ditch,,20150112,79.49,0,1001801536,,1000772511,20180717,,Surrey,,C,2.97113324,History,79.84,
263,,1,Ditch,Updated to SHIM 2009,20070102,,1,1000815766,Final AB,,20120629,,Surrey,4805-5100-00,A,,In Service,,2007
264,,1,Ditch,,20150909,,1,1001837739,,1000771282,20120314,,Surrey,,C,0,In Service,,
265,,1,Ditch,,20020731,,1,1000781613,Final AB,378911,20111013,,Surrey,4515,C,,In Service,,
266,,1,Ditch,,20020802,,1,1000772540,,383652,20140711,,Surrey,C-3567-0001,AO,,In Service,,1990
267,,1,Ditch,Updated to SHIM 2009,20020802,,1,1000772542,Final AB,383654,20120629,,Surrey,R-573,A,,In Service,,
268,,1,Ditch,Updated to SHIM 2009,20000802,,1,1000772543,Final AB,383656,20140709,,Surrey,R-573,A,0,In Service,,
269,,1,Ditch,Updated to SHIM 2009,20140708,0,1,1001755680,,1001755672,20140708,,Surrey,,A,0,In Service,0,
270,,1,Ditch,Updated to SHIM 2009,20140708,0,1,1001755686,,1001755681,20140708,,Surrey,,A,0,In Service,0,
271,,1,Ditch,Updated to SHIM 2009,20030706,,1,1000772547,,383662,20140709,,Surrey,4897-3260-00,A,0,In Service,,2001
272,,1,Ditch,Updated to SHIM 2009,20160216,,1,1001859432,,1000772484,20160216,,Surrey,,A,0,In Service,,
273,,1,Ditch,Updated to SHIM 2009,20140709,,1,1001755694,,1001755693,20140709,,Surrey,,A,0,In Service,,2001
274,,1,Ditch,Updated to SHIM 2009,20051129,0,1,1000772483,,10004498,20140708,,Surrey,,A,0,In Service,0,
275,,1,Ditch,,20020731,,1,1000779650,Final AB,379033,20180709,,Surrey,4515,C,,In Service,,
276,,1,Ditch,,20040610,,1,1000780057,,10002138,20100406,,Surrey,,C,0,In Service,,
277,,1,Ditch,,20060629,,1,1000780056,,10002137,20100406,,Surrey,,C,0,In Service,,
278,,1,Ditch,,20040311,1.21,1,1000780130,Final AB,10001497,20100406,,Surrey,4897-3270-00,C,0.14,In Service,1.24,1997
279,,1,Ditch,,20020731,,1,1000779656,Final AB,379015,20100406,,Surrey,4515,C,,In Service,,
280,,1,Ditch,,20060629,,1,1000781533,Final AB,10001461,20100406,,Surrey,4515,C,0,In Service,,
281,,1,Ditch,,20020731,,1,1000781529,Final AB,379017,20100406,,Surrey,4515,C,,In Service,,
282,,1,Ditch,,20140624,,1,1001754221,,1000771311,20140624,,Surrey,,C,0,In Service,,
283,,1,Ditch,,20040227,,1,1000773470,,10001263,20100401,,Surrey,,C,0,In Service,,
284,,1,Ditch,,20120426,,1,1001410957,,1000773471,20120426,,Surrey,,C,0,In Service,,
285,,1,Ditch,,20060629,,1,1000772405,,10002192,20100401,,Surrey,,C,0,In Service,,
286,,1,Ditch,,20040220,,1,1000771350,,10000924,20150305,,Surrey,,C,0,In Service,,
287,,1,Ditch,,20170111,,1,1001901826,,,20170111,,Surrey,,C,,In Service,,
288,,1,Ditch,,20040611,0.84,1,1000781523,Final AB,10001453,20150501,,Surrey,4897-3080-00,C,0.22,In Service,0.88,1997
289,,1,Ditch,,20060629,,1,1000781503,,10001409,20150501,,Surrey,,C,0,In Service,,
290,,1,Ditch,,20060629,,1,1000781505,,10001411,20140619,,Surrey,,C,0,In Service,,
291,,1,Ditch,,20060629,,1,1000780074,,10002156,20150407,,Surrey,,C,0,In Service,,
292,,1,Ditch,,20040311,0.16,1,1000780118,Final AB,10001484,20100406,,Surrey,4897-3090-00,C,0.1,In Service,0.22,1997
293,,1,Ditch,,20150402,,1,1001815502,Final AB,,20150402,,Provincial,SFPR Seg. 6,C,,In Service,,2014
294,,1,Ditch,,20150402,,1,1001815503,Final AB,,20150430,,Provincial,SFPR Seg. 6,C,,In Service,,2014
295,,1,Ditch,,20150402,,1,1001815552,Final AB,,20150402,,Provincial,SFPR Seg. 6,C,,In Service,,2014
296,,1,Ditch,,20020731,,1,1000781633,Final AB,379053,20100406,,Surrey,4515,C,,In Service,,
297,,1,Ditch,,20140617,0.37,1,1001753523,Final AB,1000780037,20140617,,Surrey,4897-3270-00,C,0.14,In Service,0.41000000000000003,2001
298,,1,Ditch,,20040316,-0.1,1,1000780042,Final AB,10001576,20150430,,Surrey,4897-3270-00,C,0.15,In Service,-0.05,2001
299,,1,Ditch,,20150430,-0.1,1,1001821225,Final AB,1000780042,20150430,,Surrey,4897-3270-00,C,0.15,In Service,-0.05,2001
300,,1,Ditch,,20140306,,1,1001733202,,1000780075,20140306,,Surrey,,AO,0,In Service,,
301,,1,Ditch,,20040315,,1,1000772400,,10001555,20140619,,Surrey,,C,0,In Service,,
302,,1,Ditch,,20060629,,1,1000772401,,10001557,20100401,,Surrey,,C,0,In Service,,
303,,1,Ditch,,20040227,,1,1000772394,,10001282,20150413,,Surrey,,C,0,In Service,,
304,,1,Ditch,,20150408,,1,1001816121,Final AB,,20150408,,Provincial,SFPR Seg. 6,C,,In Service,,2014
305,,1,Ditch,,20060629,,1,1000772403,Final AB,10002190,20120420,,Surrey,7898-0283-00,UN,0,In Service,,
306,,1,Ditch,,20040902,0,1,1000789789,,10002968,20130107,,Surrey,,C,0,In Service,0,
307,,1,Ditch,,20020905,,1,1000789935,Final AB,399767,20100406,,Surrey,7887-3086,C,,In Service,,
308,,1,Ditch,,20040902,0,1,1000789810,,10002987,20161206,,Surrey,,C,0,In Service,0,
309,,1,Ditch,,20020905,,1,1000789905,,399829,20100401,,Surrey,,C,,In Service,,
310,,1,Ditch,,20020905,,1,1000789941,Final AB,399775,20100406,,Surrey,9126,UN,,In Service,,
311,,1,Ditch,,20051117,0,1,1000789880,,10002959,20100401,,Surrey,,B,0,In Service,0,
312,,1,Ditch,,20020905,,1,1000778089,,396921,20100401,,Surrey,,C,,In Service,,
313,,1,Ditch,,20020905,,1,1000776052,,396918,20100401,,Surrey,,C,,In Service,,
314,,1,Ditch,,20020905,,1,1000778256,,397007,20100401,,Surrey,,C,,In Service,,
315,,1,Ditch,,20020905,,1,1000778254,,397005,20100401,,Surrey,,C,,In Service,,
316,,0,Creek,,20060629,0,1,1000778481,,315118,20100401,,Surrey,,B,0,In Service,0,
317,,1,Ditch,,20020905,,1,1000778243,,396988,20100401,,Surrey,,C,,In Service,,
318,,0,Creek,,20060629,0,1,1000778493,,315134,20100401,,Surrey,,UN,0,In Service,0,
319,,1,Ditch,,20020905,,1,1000776076,,396884,20100401,,Surrey,,C,,In Service,,
320,,1,Ditch,,20020905,,1,1000776077,,396885,20100401,,Surrey,,C,,In Service,,
321,,1,Ditch,,20020905,,1,1000778275,,397027,20130201,,Surrey,,C,,In Service,,
322,,1,Ditch,,20020905,,1,1000778245,,396990,20100401,,Surrey,,C,,In Service,,
323,,1,Ditch,,20020905,,1,1000778100,,396939,20111013,,Surrey,,A,,In Service,,
324,,1,Ditch,,20020802,,1,1000779478,,386150,20100401,,Surrey,,AO,,In Service,,
325,,1,Ditch,,20020802,,1,1000779480,,386152,20100401,,Surrey,,AO,,In Service,,
326,,2,River,,20000101,,1,1000779493,Final AB,305406,20100406,Nicomekl River,Surrey,7887-2960,A,0,In Service,,
327,,1,Ditch,,20020802,,1,1000779503,,386072,20100401,,Surrey,,AO,,In Service,,
328,,1,Ditch,,20020802,,1,1000786930,,386065,20100401,,Surrey,,AO,,In Service,,
329,,1,Ditch,,20020802,,1,1000786929,,386095,20100401,,Surrey,,AO,,In Service,,
330,,1,Ditch,,20020802,,1,1000779716,,386070,20100401,,Surrey,,AO,,In Service,,
331,,1,Ditch,,20020802,,1,1000779520,,386096,20100401,,Surrey,,AO,,In Service,,
332,,1,Ditch,,20020802,,1,1000779536,,386128,20100401,,Surrey,,UN,,In Service,,
333,,1,Ditch,,20020802,,1,1000779527,,386107,20100401,,Surrey,,AO,,In Service,,
334,,1,Ditch,,20020802,,1,1000786978,,383324,20100401,,Surrey,,AO,,In Service,,
335,,1,Ditch,,20020802,,1,1000787178,,383205,20100401,,Surrey,,AO,,In Service,,
336,,1,Ditch,,20020802,,1,1000787201,,383239,20100401,,Surrey,,AO,,In Service,,
337,,1,Ditch,,20020802,,1,1000787219,,383269,20100401,,Surrey,,A,,In Service,,
338,,1,Ditch,,20020802,,1,1000786986,,383333,20100401,,Surrey,,AO,,In Service,,
339,,1,Ditch,,20020731,,1,1000775353,,379426,20100401,,Surrey,,AO,,In Service,,
340,,1,Ditch,,20020802,,1,1000786947,,383270,20100401,,Surrey,,AO,,In Service,,
341,,1,Ditch,,20020731,,1,1000775356,,379479,20100401,,Surrey,,AO,,In Service,,
342,,1,Ditch,,20020802,,1,1000787188,,383224,20100401,,Surrey,,AO,,In Service,,
343,,1,Ditch,,20020802,,1,1000786971,,383313,20100401,,Surrey,,AO,,In Service,,
344,,1,Ditch,,20020802,,1,1000775294,,388295,20100401,,Surrey,,AO,,In Service,,
345,,1,Ditch,,20051123,0,1,1000786949,,383273,20100401,,Surrey,,AO,0,In Service,0,
346,,1,Ditch,,20020802,,1,1000787195,,383233,20100401,,Surrey,,AO,,In Service,,
347,,1,Ditch,,20020802,,1,1000787197,,383235,20100401,,Surrey,,AO,,In Service,,
348,,1,Ditch,,20020731,,1,1000775370,,379420,20100401,,Surrey,,AO,,In Service,,
349,,1,Ditch,,20020731,,1,1000775330,,379487,20111128,,Surrey,,AO,,In Service,,
350,,1,Ditch,,20111114,,1,1001219755,,,20120508,,Private,,UN,,In Service,,
351,,1,Ditch,,20111128,,1,1001221952,,1000775409,20120418,,Surrey,,B,,In Service,,
352,,1,Ditch,,20020731,,1,1000775347,Final AB,379423,20100406,,Surrey,D-846,AO,,In Service,,
353,,1,Ditch,,20111114,,1,1001219767,,,20120508,,Surrey,,B,,In Service,,
354,,1,Ditch,,20020731,,1,1000775343,,379435,20111114, ,Surrey,,AO,,In Service,,
355,,1,Ditch,,20020731,,1,1000775266,,379461,20111114,,Private,,B,,In Service,,
356,,1,Ditch,,20101005,89.79,1,1001174854,Final AB,,20101005,,Surrey,MOTH 71101-1004,C,0.85528488,In Service,89.96000000000001,2009
357,,1,Ditch,,20060629,,1,1000780846,Final AB,402743,20100406,,Surrey,0278,C,0,In Service,,
358,,1,Ditch,,20060629,,1,1000780894,,402844,20100401,,Surrey,,C,0,In Service,,
359,,1,Ditch,,20060629,,1,1000783071,,404001,20100406,,Surrey,,C,0,In Service,,
360,,1,Ditch,,20030312,,1,1000783156,,403956,20120106,,Surrey,,C,0,In Service,,
361,,1,Ditch,,20060629,,1,1000783050,,403978,20100401,,Surrey,,C,0,In Service,,
362,,1,Ditch,,20030710,,1,1000790527,,405420,20140512,,Surrey,,C,0,In Service,,
363,,1,Ditch,,20030711,,1,1000790514,,405435,20100401,,Surrey,,C,0,In Service,,
364,,1,Ditch,,20060629,,1,1000790518,,405440,20110519,,Surrey,,C,0,In Service,,
365,,1,Ditch,,20060629,,1,1000783147,Final AB,403943,20100406,,Surrey,3129,C,0,In Service,,
366,,1,Ditch,,20060629,,1,1000783150,Final AB,403947,20120104,,Surrey,3129,C,0,In Service,,
367,,1,Ditch,,20030714,,1,1000790526,,405448,20100401,,Surrey,,C,0,In Service,,
368,,1,Ditch,,20051128,0,1,1000783611,,10005854,20100406,,Surrey,,C,0,In Service,0,
369,,1,Ditch,,20051219,,1,1000783617,,10006021,20100401,,Surrey,,C,0,In Service,,
370,,1,Ditch,,20060629,,1,1000783706,Final AB,391990,20140114,,Surrey,4210,UN,0,In Service,,
371,,1,Ditch,,20060629,,1,1000783642,Final AB,405657,20100406,,Surrey,A-391,C,0,In Service,,
372,,0,Creek,,20060629,,1,1000783639,,405629,20120529,,Surrey,,A,0,In Service,,
373,,0,Creek,Updated to SHIM 2007,20060629,,1,1000789594,Final AB,408053,20120530,Healy Crk,Surrey,3734,A,0,In Service,,
374,,0,Creek,Updated to SHIM 2007,20000724,,1,1000783618,,405613,20120529,,Surrey,,A,0,In Service,,
375,,1,Ditch,,20060629,61.5,1,1000789652,,10001800,20141001,,Surrey,,C,0.37312087,In Service,61.550000000000004,
376,,0,Creek,Updated to SHIM 2007,20060629,,1,1000783717,,405612,20120529,Grenville Crk,Surrey,,A,0,In Service,,
377,,0,Creek,Updated to SHIM 2007,20060629,,1,1000783719,,405615,20120529,,Surrey,,A,0,In Service,,
378,,0,Creek,Updated to SHIM 2007,20030725,,1,1000782025,,405637,20120529,Mahood (Bear) Crk,Surrey,,A,0,In Service,,
379,,0,Creek,Updated to SHIM 2007,20060629,,1,1000783658,,405682,20120529,,Surrey,,A,0,In Service,,
380,,0,Creek,Updated to SHIM 2007,20060629,,1,1000783580,,405694,20120528,Mahood (Bear) Crk,Surrey,,A,0,In Service,,
381,,0,Creek,Updated to SHIM 2007,20060629,,1,1000789607,Final AB,408070,20120530,,Surrey,9337,A,0,In Service,,
382,,0,Creek,Updated to SHIM 2007,20060629,,1,1000789605,Final AB,408068,20120530,Healy Crk,Surrey,9337,A,0,In Service,,
383,,1,Ditch,,20060629,,1,1000789646,Final AB,10001810,20100406,,Surrey,3733,C,0,In Service,,
384,,1,Ditch,,20121011,,1,1001556498,,1000819045,20121011,,Surrey,,C,0,In Service,,
385,,1,Ditch,,20060629,,1,1000789614,Final AB,408078,20100406,,Surrey,7894-0235-00,C,0,In Service,,
386,,1,Ditch,,20031119,,1,1000789616,,408081,20140521,,Surrey,,C,0,In Service,,
387,,1,Ditch,,20060629,,1,1000789734,,408626,20140627,,Surrey,,C,0,In Service,,
388,,1,Ditch,,20140627,,1,1001754767,,1000789733,20140627,,Surrey,,C,0,In Service,,
389,,0,Creek,Updated to SHIM 2007,20060629,,1,1000789625,Final AB,408096,20141003,,Private,7890-0432-00,A,0,In Service,,
390,,0,Creek,Updated to SHIM 2007,20031120,,1,1000789627,Final AB,408098,20141003,,Private,7888-0246-00,A,0,In Service,,
391,,1,Ditch,,20060629,,1,1000771270,,10000990,20100401,,Surrey,,C,0,In Service,,
392,,1,Ditch,,20040220,,1,1000771363,,10000937,20100401,,Surrey,,C,0,In Service,,
393,,1,Ditch,,20060629,,1,1000771244,,10000958,20100401,,Surrey,,C,0,In Service,,
394,,1,Ditch,,20040220,,1,1000771247,,10000961,20100401,,Surrey,,C,0,In Service,,
395,,1,Ditch,,20040224,,1,1000771192,,10001071,20100401,,Surrey,,C,0,In Service,,
396,,1,Ditch,,20170830,,1,1001944823,,1000771116,20170831,,Surrey,,C,0,In Service,,
397,,1,Ditch,,20040224,,1,1000771199,,10001083,20100401,,Surrey,,C,0,In Service,,
398,,1,Ditch,,20040224,,1,1000771194,,10001076,20100401,,Surrey,,C,0,In Service,,
399,,1,Ditch,,20060629,,1,1000771193,,10001073,20100401,,Surrey,,C,0,In Service,,
400,,1,Ditch,,20040224,,1,1000771208,,10001099,20100401,,Surrey,,C,0,In Service,,
401,,1,Ditch,,20040220,,1,1000771367,,10000941,20100401,,Surrey,,C,0,In Service,,
402,,1,Ditch,,20040220,,1,1000771322,,10000891,20140129,,Surrey,,C,0,In Service,,
403,,1,Ditch,As Per Envirowest Report March 2017,20060331,32.63,1,1000772422,,10006053,20180307,,Surrey,FT,B,14.620000000000001,In Service,32.94,2006
404,,1,Ditch,,20040226,,1,1000776368,,10001199,20100401,,Surrey,,C,0,In Service,,
405,,1,Ditch,,20080609,,1,1000852237,,10001213,20100406,,Surrey,1703-7020-00,C,0,In Service,,
406,,0,Creek,,20041014,,1,1000772413,Final AB,10004351,20131210,Bolivar Crk,Surrey,4899-5130-00,A,0,In Service,,2002
407,,0,Creek,,20060629,,1,1000771111,,10004346,20180117,Bolivar Crk,Surrey,,A,0,In Service,,
408,,0,Creek,,20140919,,1,1001781034,,1000771176,20151201,Bolivar Crk,Surrey,,A,0,In Service,,
409,,1,Ditch,,20040225,,1,1000771223,,10001115,20100401,,Surrey,,C,0,In Service,,
410,,1,Ditch,,20060629,,1,1000773492,Final AB,10001294,20150422,,Surrey,7897-327,AO,0,In Service,,1999
411,,1,Ditch,,20061208,,1,1000813980,,10001216,20150520,,Surrey,,AO,0,In Service,,
412,,1,Ditch,,20150520,,1,1001823314,,1000773436,20150520,,Surrey,,AO,0,In Service,,
413,,2,River,,20051129,,1,1000776398,,10000516,20100406,Fraser River,Surrey,,A,0,In Service,,
414,,1,Ditch,,20040225,,1,1000772382,,10001297,20100401,,Surrey,,B,0,In Service,,
415,,2,River,,20051129,,1,1000776399,,10000517,20100406,Fraser River,Surrey,,A,0,In Service,,
416,,1,Ditch,,20060629,,1,1000772390,Final AB,10001414,20140618,,Surrey,1799-712,UN,9793.25,In Service,,2000
417,,0,Creek,,20040225,,1,1000776331,,10001160,20150414,Bolivar Crk,Surrey,,A,763.49,In Service,,
418,,0,Creek,,20040225,,1,1000776330,,10001159,20150414,Bolivar Crk,Surrey,,A,22900.760000000002,In Service,,
419,,1,Ditch,,20150415,,1,1001818046,,1000776316,20150415,,Surrey,,AO,0,In Service,,
420,,1,Ditch,,20051117,0,1,1000789879,,10002958,20100401,,Surrey,,B,0,In Service,0,
421,,0,Creek,,20030101,,1,1000772235,Final AB,342796,20100406,Chantrell Crk,Surrey,7891-0212-00,A,0,In Service,,
422,,0,Creek,,20051122,0,1,1000772101,,10004956,20100406,,Surrey,,B,0,In Service,0,
423,,1,Ditch,,20020905,,1,1000778104,,396947,20100401,,Surrey,,C,,In Service,,
424,,1,Ditch,,20020905,,1,1000776057,,396977,20100401,,Surrey,,C,,In Service,,
425,,1,Ditch,,20040914,,1,1000778217,,10003794,20100406,,Surrey,,C,0,In Service,,
426,,0,Creek,,20060629,0,1,1000771373,Final AB,317576,20130516,Chantrell Crk,Surrey,7892-0035-00,A,0,In Service,0,
427,,0,Creek,,20090625,0,1,1001126634,Final AB,317576,20100401,Chantrell Crk,Surrey,,A,0,In Service,0,
428,,1,Ditch,,20020905,,1,1000771461,Final AB,397035,20100406,,Surrey,7892-0035-00,C,,In Service,,
429,,0,Creek,,20080925,0,1,1000859915,Final AB,317591,20130516,Orchard Brk,Surrey,4896-5120-00,B,0,In Service,0,
430,,0,Creek,,20130521,0,1,1001595627,Final AB,1000771506,20130521,Chantrell Crk,Surrey,4895-602,A,0,In Service,0,
431,,0,Creek,,20130521,0,1,1001595628,Final AB,1001595627,20130521,Chantrell Crk,Surrey,4895-602,A,0,In Service,0,
432,,0,Creek,,20030905,0,1,1000771441,Final AB,10004532,20100406,,Surrey,D-850,A,0,In Service,0,
433,,1,Ditch,,20020905,,1,1000771490,,397102,20100401,,Surrey,,C,,In Service,,
434,,1,Ditch,,20020905,,1,1000771494,Final AB,397131,20100406,,Surrey,D-870,C,,In Service,,
435,,0,Creek,,20120531,,1,1001414431,Final AB,1000779450,20120531,Chantrell Crk,Surrey,D-960,A,0,In Service,,
436,,1,Ditch,,20000802,,1,1000779436,,10003618,20111110,,Surrey,,A,0,In Service,,
437,,0,Creek,,20060629,0,1,1000778488,Final AB,315126,20180516,Chantrell Crk,Surrey,7891-0415-00,A,0,In Service,0,
438,,1,Ditch,,20020802,,1,1000787215,,383260,20100401,,Surrey,,AO,,In Service,,
439,,1,Ditch,,20020802,,1,1000790192,,386518,20100401,,Surrey,,AO,,In Service,,
440,,1,Ditch,,20051123,0,1,1000790112,,10005231,20100401,,Surrey,,AO,0,In Service,0,
441,,2,River,,20060629,,1,1000790235,Final AB,305401,20100406,Nicomekl River,Surrey,AESL,A,0,In Service,,
442,,1,Ditch,,20020802,,1,1000790244,,386174,20100401,,Surrey,,AO,,In Service,,
443,,1,Ditch,,20020802,,1,1000787177,,383204,20100401,,Surrey,,AO,,In Service,,
444,,1,Ditch,,20020802,,1,1000785150,,383965,20100401,,Surrey,,AO,,In Service,,
445,,1,Ditch,,20020802,,1,1000783974,,383804,20100401,,Surrey,,AO,,In Service,,
446,,1,Ditch,,20020802,,1,1000785503,,383905,20100401,,Surrey,,AO,,In Service,,
447,,1,Ditch,"As per Scott Resource Services report Aug. 5, 2016",20020802,,1,1000785585,,383848,20161215,,Surrey,,C,,In Service,,
448,,1,Ditch,,20020802,,1,1000782964,,384121,20100401,,Surrey,,AO,,In Service,,
449,,1,Ditch,,20020802,,1,1000785540,,383862,20100401,,Surrey,,AO,,In Service,,
450,,1,Ditch,,20020802,,1,1000785115,,384039,20100401,,Surrey,,AO,,In Service,,
451,,0,Creek,,20060629,0,1,1000785610,,301384,20160920,,Surrey,,A,0,In Service,0,
452,,0,Creek,,20060629,0,1,1000785607,,301381,20100401,,Surrey,,A,0,In Service,0,
453,,1,Ditch,,20020802,,1,1000783970,,383795,20100401,,Surrey,,AO,,In Service,,
454,,1,Ditch,,20020802,,1,1000785151,,383966,20100401,,Surrey,,AO,,In Service,,
455,,1,Ditch,,20020802,,1,1000783967,,383789,20100401,,Surrey,,AO,,In Service,,
456,,1,Ditch,,20020731,,1,1000775135,,379691,20100401,,Surrey,,AO,,In Service,,
457,,1,Ditch,,20020802,,1,1000783973,,383802,20100401,,Surrey,,AO,,In Service,,
458,,1,Ditch,,20020802,,1,1000782914,,384061,20100401,,Surrey,,A,,In Service,,
459,,1,Ditch,,20051124,0,1,1000770679,,379672,20100401,,Surrey,,AO,0,In Service,0,
460,,1,Ditch,,20020802,,1,1000785509,,383911,20100401,,Surrey,,A,,In Service,,
461,,1,Ditch,,20051124,0,1,1000782872,,10005507,20100401,,Surrey,,AO,0,In Service,0,
462,,1,Ditch,,20020731,,1,1000775213,Final AB,379641,20100406,,Surrey,D-846,AO,,In Service,,
463,,1,Ditch,,20020731,,1,1000775169,,379548,20100401,,Surrey,,AO,,In Service,,
464,,1,Ditch,,20020731,,1,1000770684,,379539,20100401,,Surrey,,AO,,In Service,,
465,,1,Ditch,,20020731,,1,1000775203,,379551,20100401,,Surrey,,AO,,In Service,,
466,,1,Ditch,,20020731,,1,1000775210,,379680,20100401,,Surrey,,AO,,In Service,,
467,,1,Ditch,,20020731,,1,1000775209,,379679,20100401,,Surrey,,AO,,In Service,,
468,,1,Ditch,,20051124,0,1,1000770678,,379673,20100401,,Surrey,,AO,0,In Service,0,
469,,1,Ditch,,20020731,,1,1000775193,,379587,20100401,,Surrey,,AO,,In Service,,
470,,1,Ditch,,20060629,,1,1000780774,,402874,20100401,,Surrey,,C,0,In Service,,
471,,1,Ditch,,20020731,,1,1000775428,Final AB,379525,20110616,,Surrey,7887-4120,UN,,In Service,,
472,,1,Ditch,,20060629,,1,1000780613,Final AB,403217,20100406,,Surrey,2100,C,0,In Service,,
473,,1,Ditch,,20060629,,1,1000780534,Final AB,403240,20100406,,Surrey,2100,C,0,In Service,,
474,,1,Ditch,,20060629,,1,1000780794,Final AB,383420,20101006,,Surrey,2100,C,0,In Service,,
475,,1,Ditch,,20140501,,1,1001745541,Final AB,1001745540,20140501,,Surrey,7812-0037-00,C,0,In Service,,2014
476,,1,Ditch,,20060629,,1,1000779602,,403047,20100401,,Surrey,,C,0,In Service,,
477,,1,Ditch,,20101006,,1,1001174983,Final AB,1000780780,20111013,,Surrey,4894-201,C,0,In Service,,
478,,1,Ditch,Updated to SHIM 2006,20060629,,1,1000779596,,403041,20120904,,Surrey,,C,0,In Service,,
479,,1,Ditch,,20131128,,1,1001720072,Final AB,1000780636,20140106,,Surrey,1968,C,0,In Service,,
480,,1,Ditch,,20030102,,1,1000780700,,402951,20100406,,Surrey,,C,0,In Service,,
481,,1,Ditch,,20020801,,1,1000780912,Final AB,382707,20100406,,Surrey,T060,UN,,In Service,,
482,,1,Ditch,Updated to SHIM 2006,20060629,,1,1000780545,Final AB,383380,20140121,Reedville Crk,Surrey,4567,A,0,In Service,,
483,,0,Creek,Updated to SHIM 2006,20120626,,1,1001416661,,1000790398,20140124,,Surrey,,A,0,In Service,,
484,,1,Ditch,Updated to SHIM 2006,20120626,,1,1001416660,,,20140124,,Surrey,,B,,In Service,,
485,,1,Ditch,Updated to SHIM 2006,20120625,,1,1001416540,,1000780591,20140121,Archibald Crk,Surrey,,B,0,In Service,,
486,,1,Ditch,,20160802,,1,1001885488,,1000790283,20160802,,Surrey,,C,0,In Service,,
487,,1,Ditch,,20000802,,1,1000780602,,403199,20100401,,Surrey,,C,0,In Service,,
488,,1,Ditch,,20081104,,1,1000862136,Initial AB,,20111114,,Private,,B,,In Service,,2008
489,,0,Creek,Updated to SHIM 2006,20120625,,1,1001416528,,1000780587,20140310,,Private,,A,0,In Service,,
490,,0,Creek,Updated to SHIM 2006,20140310,,1,1001733577,,1001416528,20150504,,Private,,A,0,In Service,,
491,,0,Creek,,20130327,,1,1001582211,Initial AB,1000861204,20130327,,Surrey,2857,B,,In Service,,2008
