,TEMPEST_ACCOUNT_NO,HOUSE_NO,STREET,CRE_DATE,MOD_DATE,Latitude,Longitude
520,329184,10265,148A ST,,,49.188967,-122.810852
521,329194,14963,102A AVE,,,49.189002,-122.807511
522,329196,14921,102A AVE,,,49.188999,-122.808741
523,329210,10299,149A ST,,,49.189745,-122.808012
524,329211,10291,149A ST,,,49.189495,-122.808017
525,329916,10208,146 ST,,,49.188059,-122.817328
526,329922,10255,146 ST,,,49.188758,-122.817809
527,329925,10200,146 ST,,,49.187865,-122.817337
528,329931,14617,102 AVE,,,49.187846,-122.816875
529,329934,14629,102 AVE,,,49.187846,-122.816653
530,329937,10346,145A ST,,,49.190499,-122.818754
531,329939,10111,144A ST,,,49.186324,-122.821830
532,329950,10154,144A ST,,,49.187050,-122.821433
533,329951,10357,146 ST,,,49.190685,-122.817790
534,329966,14412,102B AVE,,,49.188855,-122.822788
535,329967,14422,102B AVE,,,49.188854,-122.822508
536,329972,14435,102B AVE,,,49.189162,-122.822144
537,333230,13786,FRANKLIN RD,,,49.200247,-122.840230
538,362213,6767,121A ST,,,49.125945,-122.886266
539,362214,6737,121A ST,,,49.125651,-122.886185
540,362215,6738,121A ST,,,49.125649,-122.886035
541,362216,6750,121A ST,,,49.125665,-122.885886
542,362217,6758,121A ST,,,49.125768,-122.885793
543,362218,6772,121A ST,,,49.126093,-122.885883
544,362219,12168,68 AVE,,,49.126543,-122.885812
545,362220,12176,68 AVE,,,49.126538,-122.885524
546,362222,7120,122 ST,,,49.132465,-122.884561
547,362223,7061,123B ST,,,49.131146,-122.880370
548,362227,7018,123 ST,,,49.130595,-122.881673
549,362229,7039,124 ST,,,49.130750,-122.879303
550,362230,7087,123 ST,,,49.131870,-122.882123
551,362232,12302,71 AVE,,,49.131867,-122.881632
552,362234,6929,124 ST,,,49.128943,-122.879236
553,362235,7028,123 ST,,,49.130793,-122.881743
554,362236,12320,72 AVE,,,49.133801,-122.881431
555,362237,12321,71 AVE,,,49.132083,-122.881367
556,362238,7069,123B ST,,,49.131330,-122.880371
557,362239,6821,124 ST,,,49.127007,-122.879242
558,362242,6903,124 ST,,,49.128404,-122.879226
559,362243,12217,68 AVE,,,49.126826,-122.884151
560,362244,7023,124 ST,,,49.130595,-122.879303
561,362245,7081,123 ST,,,49.131694,-122.882122
562,362246,12308,71 AVE,,,49.131859,-122.881397
563,362247,12285,68 AVE,,,49.126815,-122.882421
564,362248,6925,124 ST,,,49.128744,-122.879216
565,362249,12318,70A AVE,,,49.130860,-122.881236
566,362250,6831,124 ST,,,49.127184,-122.879252
567,362252,7144,122 ST,,,49.132775,-122.884567
568,362253,7077,123B ST,,,49.131488,-122.880395
569,362255,12353,68 AVE,,,49.126806,-122.880342
570,362256,7015,124 ST,,,49.130415,-122.879297
571,362257,7073,123 ST,,,49.131519,-122.882120
572,362258,7002,123B ST,,,49.130225,-122.880279
573,362259,12386,69A AVE,,,49.128966,-122.879686
574,362261,6841,124 ST,,,49.127357,-122.879241
575,362262,12166,72 AVE,,,49.133876,-122.885853
576,362263,12336,72 AVE,,,49.133794,-122.880916
577,362264,7150,122 ST,,,49.132937,-122.884569
578,362265,7085,123B ST,,,49.131632,-122.880395
579,359064,14929,66A AVE,,,49.123676,-122.808405
580,359073,6786,150 ST,,,49.125950,-122.806401
581,359075,6761,150 ST,,,49.125681,-122.806791
582,359076,6776,150 ST,,,49.125802,-122.806413
583,359078,15090,67 AVE,,,49.124277,-122.804303
584,359079,6588,148A ST,,,49.122680,-122.810106
585,341230,13868,PARK (PMT) DR,,,49.206241,-122.837542
586,341255,11172,WALLACE DR,,,49.205763,-122.813314
587,341256,14722,ST ANDREWS DR,,,49.210679,-122.814332
588,341259,14117,GROSVENOR RD,,,49.206978,-122.831006
589,341262,14446,BEDFORD DR,,,49.212175,-122.821714
590,341263,11489,ROXBURGH RD,,,49.211566,-122.812977
591,341266,14258,GROSVENOR RD,,,49.208785,-122.826839
592,341274,14414,116A AVE,,,49.213978,-122.822380
593,341278,14174,GLADSTONE DR,,,49.207605,-122.828726
594,341282,13983,GROSVENOR RD,,,49.204943,-122.834840
595,341416,14524,WELLINGTON DR,,,49.212043,-122.819869
596,341418,14108,KING RD,,,49.213787,-122.830557
597,341419,11467,ROXBURGH RD,,,49.211057,-122.812772
598,341421,11232,DUMBARTON PL,,,49.205983,-122.815405
599,341422,11237,ROXBURGH RD,,,49.206860,-122.816122
600,341423,11468,ROXBURGH RD,,,49.211004,-122.812338
601,341424,11536,MCBRIDE DR,,,49.212630,-122.826535
602,341431,14208,GLADSTONE DR,,,49.207344,-122.828291
603,341432,14156,MELROSE DR,,,49.206652,-122.829505
604,341443,11038,141B ST,,,49.203148,-122.829093
605,341450,14548,110A AVE,,,49.203040,-122.819321
606,341451,11240,WALLACE DR,,,49.206628,-122.814367
607,341457,11167,ELLENDALE DR,,,49.205666,-122.812239
608,341462,14777,ST ANDREWS DR,,,49.210646,-122.812979
609,341464,11212,DUMBARTON RD,,,49.205668,-122.815613
610,341465,11462,ROXBURGH RD,,,49.210886,-122.812310
611,341467,11526,MCBRIDE DR,,,49.212535,-122.826453
612,341471,14102,114 AVE,,,49.209514,-122.831274
613,341476,11111,CALEDONIA DR,,,49.204475,-122.822851
614,341480,14102,110A AVE,,,49.203327,-122.831298
615,341481,13934,KALMAR RD,,,49.205470,-122.835863
616,341495,14063,115A AVE,,,49.212731,-122.832253
617,341496,11361,GLEN AVON DR,,,49.209284,-122.810200
618,341498,14661,WELLINGTON DR,,,49.210679,-122.815561
619,341499,11175,ELLENDALE DR,,,49.205808,-122.812071
620,341500,11358,SURREY RD,,,49.208628,-122.814150
621,341504,14526,ST ANDREWS DR,,,49.212578,-122.817248
622,341509,14108,115 AVE,,,49.211613,-122.831149
623,341511,14047,114 AVE,,,49.209772,-122.832815
624,337910,12216,100A AVE,,,49.185590,-122.883655
625,337911,10050,123A ST,,,49.185358,-122.880672
626,337913,12226,102A AVE,,,49.188867,-122.883398
627,337915,12278,102A AVE,,,49.188885,-122.882027
628,337918,12210,102A AVE,,,49.188882,-122.883688
629,337920,12268,102A AVE,,,49.188885,-122.882296
630,337923,10218,122 ST,,,49.188366,-122.883822
631,337925,12256,102A AVE,,,49.188886,-122.882588
632,337926,12151,100A AVE,,,49.185805,-122.885458
633,337929,12211,102 AVE,,,49.188287,-122.883519
634,337933,10074,121A ST,,,49.185878,-122.885885
635,337936,12233,102 AVE,,,49.188292,-122.883071
636,337938,12251,102 AVE,,,49.188274,-122.882570
637,337940,12259,102 AVE,,,49.188273,-122.882059
638,337941,10166,120 ST,,,49.187469,-122.889879
639,337948,12175,100 AVE,,,49.184580,-122.884803
640,337951,12042,100A AVE,,,49.185520,-122.888890
641,337954,12231,100A AVE,,,49.185845,-122.882836
642,337970,12376,103A AVE,,,49.190169,-122.879303
643,337972,12033,100 AVE,,,49.184550,-122.889150
644,337973,12168,102 AVE,,,49.188007,-122.884850
645,337974,12176,102 AVE,,,49.187951,-122.884581
646,337975,12198,102 AVE,,,49.188015,-122.884262
647,337980,12151,101A AVE,,,49.187013,-122.885392
648,337981,10192,121 ST,,,49.188022,-122.886900
649,337986,12171,101B AVE,,,49.187819,-122.885370
650,337989,12158,101B AVE,,,49.187616,-122.885752
651,337990,12136,101B AVE,,,49.187614,-122.885998
652,337991,12118,101B AVE,,,49.187556,-122.886489
653,337992,12110,101B AVE,,,49.187493,-122.886761
654,337994,12253,100A AVE,,,49.185849,-122.882330
655,337998,12214,101A AVE,,,49.186774,-122.883679
656,361145,12812,66 AVE,,,49.122718,-122.867314
657,361146,6512,128 ST,,,49.121193,-122.867560
658,361148,13110,64A AVE,,,49.119996,-122.859185
659,361149,6690,128 ST,,,49.124553,-122.867552
660,361151,6628,130 ST,,,49.123183,-122.861961
661,361154,6597,132 ST,,,49.122529,-122.856808
662,361156,12988,66B AVE,,,49.124206,-122.862435
663,361158,12832,65 AVE,,,49.120621,-122.866981
664,361162,12913,64 AVE,,,49.119246,-122.864563
665,361163,6582,128 ST,,,49.122424,-122.867568
666,361164,12811,65 AVE,,,49.120867,-122.867511
667,361166,6779,130 ST,,,49.126071,-122.862404
668,361167,6682,128 ST,,,49.124418,-122.867553
669,361169,6439,130 ST,,,49.119779,-122.862374
670,361171,13171,64 AVE,,,49.119174,-122.857366
671,361172,6599,132 ST,,,49.122699,-122.856811
672,362350,6820,123A ST,,,49.127605,-122.880176
673,362351,12229,70A AVE,,,49.131133,-122.883769
674,362352,7151,122A ST,,,49.133188,-122.883819
675,362354,7147,122A ST,,,49.133030,-122.883803
676,362356,6853,123A ST,,,49.127837,-122.880964
677,362357,12209,70A AVE,,,49.131138,-122.884363
678,362359,7137,122A ST,,,49.132638,-122.883802
679,362360,6829,123 ST,,,49.127195,-122.882110
680,362361,6859,123A ST,,,49.128045,-122.880945
681,362362,7131,122A ST,,,49.132432,-122.883798
682,362363,7121,122A ST,,,49.132210,-122.883573
683,362364,6871,123A ST,,,49.128288,-122.881469
684,362365,6879,123A ST,,,49.128408,-122.881380
685,362366,7109,122A ST,,,49.132208,-122.883068
686,362367,6885,123A ST,,,49.128460,-122.881200
687,362370,6899,123A ST,,,49.128308,-122.880768
688,362371,6890,123A ST,,,49.128269,-122.880511
689,362372,7118,122A ST,,,49.132559,-122.883091
690,362373,7130,122A ST,,,49.132557,-122.883360
691,362374,6876,123A ST,,,49.128232,-122.880048
692,362376,6868,123A ST,,,49.128085,-122.880064
693,362377,6860,123A ST,,,49.128003,-122.880221
694,362378,12276,71A AVE,,,49.133044,-122.882828
695,362379,6852,123A ST,,,49.127956,-122.880574
696,362380,12284,71A AVE,,,49.133027,-122.882543
697,362381,6891,124 ST,,,49.128252,-122.879244
698,362382,7133,123 ST,,,49.132694,-122.882136
699,362383,7125,123 ST,,,49.132531,-122.882131
700,362384,12336,69A AVE,,,49.128927,-122.880593
701,362385,7117,123 ST,,,49.132364,-122.882128
702,362386,12320,69A AVE,,,49.128898,-122.881081
703,362387,7101,123 ST,,,49.132049,-122.882126
704,362388,12312,69A AVE,,,49.128890,-122.881293
705,362389,7127,122A ST,,,49.132242,-122.883787
706,362390,12306,69A AVE,,,49.128967,-122.881416
707,362686,6944,124 ST,,,49.129326,-122.878775
708,362688,12446,72 AVE,,,49.133783,-122.877770
709,362689,12413,70 AVE,,,49.130433,-122.878772
710,362690,12415,68 AVE,,,49.126774,-122.878693
711,362691,12699,68 AVE,,,49.126744,-122.870713
712,362693,6846,127A ST,,,49.127395,-122.869016
713,338330,12219,98A AVE,,,49.181791,-122.883909
714,338331,12220,98A AVE,,,49.181518,-122.884203
715,338332,12228,98A AVE,,,49.181509,-122.883910
716,338333,12238,98A AVE,,,49.181518,-122.883619
717,338337,9817,124 ST,,,49.181306,-122.879079
718,338338,9815,124 ST,,,49.181199,-122.879080
719,338392,12139,98 AVE,,,49.180927,-122.886258
720,338394,9960,122 ST,,,49.183808,-122.884435
721,338403,9737,121 ST,,,49.179591,-122.887618
722,338405,9661,120A ST,,,49.178146,-122.888993
723,338409,12608,97A AVE,,,49.179739,-122.873134
724,338418,12410,100 AVE,,,49.184351,-122.878379
725,338422,12630,97 AVE,,,49.178835,-122.872629
726,338425,9972,124 ST,,,49.184043,-122.878492
727,338426,12455,97 AVE,,,49.179511,-122.877472
728,338434,12652,97A AVE,,,49.179739,-122.872030
729,338438,12475,97 AVE,,,49.179511,-122.876922
730,338445,9800,124 ST,,,49.180958,-122.878662
731,338449,12670,97 AVE,,,49.178835,-122.871526
732,338451,12764,96A AVE,,,49.177931,-122.868886
733,338452,12511,99 AVE,,,49.182591,-122.875737
734,338454,12495,97 AVE,,,49.179510,-122.876372
735,338455,12678,97A AVE,,,49.179740,-122.871203
736,338456,12678,97 AVE,,,49.178835,-122.871250
737,338463,9687,128 ST,,,49.178814,-122.868125
738,338464,12614,98 AVE,,,49.180694,-122.872860
739,338468,12689,97 AVE,,,49.179124,-122.870965
740,338470,12695,96A AVE,,,49.178220,-122.871012
741,338471,12789,96A AVE,,,49.178220,-122.868256
742,338473,9906,124 ST,,,49.182724,-122.878565
743,338475,12779,97 AVE,,,49.179124,-122.868484
744,338477,12779,96A AVE,,,49.178220,-122.868532
745,338479,9860,124 ST,,,49.181994,-122.878605
746,338481,12535,97 AVE,,,49.179509,-122.875272
747,338482,12669,97 AVE,,,49.179124,-122.871516
748,338483,12571,97 AVE,,,49.179123,-122.874273
749,338484,12671,96A AVE,,,49.178220,-122.871562
750,338485,12769,96A AVE,,,49.178220,-122.868807
751,338487,12439,99 AVE,,,49.182662,-122.877693
752,338497,12749,97 AVE,,,49.179124,-122.869311
753,338498,12651,97 AVE,,,49.179124,-122.872068
754,338499,12651,96A AVE,,,49.178219,-122.872112
755,338500,12430,99 AVE,,,49.182415,-122.878081
756,338501,12471,99 AVE,,,49.182646,-122.876890
757,338503,12639,97 AVE,,,49.179124,-122.872343
758,338505,12481,99 AVE,,,49.182631,-122.876599
759,338507,12727,97 AVE,,,49.179124,-122.869862
760,338511,12542,97 AVE,,,49.178985,-122.875145
761,338513,12619,97 AVE,,,49.179124,-122.872895
762,338520,12480,99A AVE,,,49.183095,-122.876579
763,338525,12555,96A AVE,,,49.178219,-122.874933
764,338527,12502,99 AVE,,,49.182324,-122.876052
765,338534,9761,124A ST,,,49.180182,-122.877895
766,338537,12448,97B AVE,,,49.180069,-122.877712
767,338538,12552,99 AVE,,,49.182238,-122.874737
768,338541,9656,125 ST,,,49.178577,-122.876079
769,338551,9990,124A ST,,,49.184303,-122.877403
770,338554,12508,97B AVE,,,49.180058,-122.876066
771,338556,12518,97B AVE,,,49.180060,-122.875799
772,338560,12465,99A AVE,,,49.183386,-122.877070
773,338561,9665,125 ST,,,49.178747,-122.876443
774,338562,12475,99A AVE,,,49.183379,-122.876802
775,338568,12485,96A AVE,,,49.178199,-122.876761
776,338575,9974,124B ST,,,49.184056,-122.876331
777,338581,9688,124A ST,,,49.179071,-122.877347
778,338589,9677,124A ST,,,49.178913,-122.877730
779,338595,9826,124A ST,,,49.181393,-122.877494
780,338601,12434,96A AVE,,,49.177930,-122.878070
781,338602,12444,96A AVE,,,49.177930,-122.877809
782,338609,12474,96A AVE,,,49.177930,-122.877033
783,362746,12588,68A AVE,,,49.127397,-122.874067
784,362748,12453,69A AVE,,,49.129236,-122.877580
785,362750,12443,70 AVE,,,49.130324,-122.877748
786,362751,12639,70A AVE,,,49.130787,-122.872544
787,362752,12661,68 AVE,,,49.126753,-122.871704
788,362753,12680,69 AVE,,,49.128146,-122.871121
789,362754,6964,126 ST,,,49.129486,-122.873177
790,362755,6945,127A ST,,,49.129140,-122.869417
791,362756,7093,125 ST,,,49.131697,-122.877019
792,362757,12565,70A AVE,,,49.131231,-122.874533
793,362758,7019,127A ST,,,49.130222,-122.869407
794,362762,12461,69A AVE,,,49.129235,-122.877326
795,362763,12455,68A AVE,,,49.127659,-122.877459
796,362764,7176,124 ST,,,49.133336,-122.878900
797,362765,7171,125 ST,,,49.133061,-122.877123
798,362766,7079,126A ST,,,49.131111,-122.872542
799,362767,12655,68 AVE,,,49.126751,-122.871936
800,362768,12722,68A AVE,,,49.127373,-122.870017
801,362769,12688,69 AVE,,,49.128220,-122.870965
802,362770,6925,127A ST,,,49.128760,-122.869455
803,333235,13759,111A AVE,,,49.205403,-122.840938
804,333244,13831,108 AVE,,,49.199038,-122.838819
805,333245,13832,COWAN RD,,,49.199897,-122.838836
806,333247,13630,110A AVE,,,49.203462,-122.844515
807,333248,13779,111A AVE,,,49.205400,-122.840339
808,333252,13681,LARNER RD,,,49.201021,-122.842986
809,333254,13665,LARNER RD,,,49.201286,-122.843320
810,333259,13702,BENTLEY RD,,,49.203120,-122.842027
811,333263,13753,GROSVENOR RD,,,49.201472,-122.841311
812,333266,13754,GROSVENOR RD,,,49.201382,-122.840605
813,333271,13639,HILTON RD,,,49.200657,-122.843974
814,333275,13569,HILTON RD,,,49.201548,-122.845968
815,333279,11191,136 ST,,,49.205887,-122.845506
816,333282,13245,108 AVE,,,49.199131,-122.855223
817,333283,10996,RAVINE RD,,,49.202529,-122.855605
818,357203,6222,133 ST,,,49.115686,-122.853633
819,357205,13310,62 AVE,,,49.115233,-122.853558
820,357209,13514,64 AVE,,,49.118848,-122.848130
821,357212,13581,60 AVE,,,49.112021,-122.845783
822,357217,13360,61A AVE,,,49.114405,-122.852387
823,357218,13359,61A AVE,,,49.114769,-122.852309
824,357219,13230,62 AVE,,,49.115265,-122.855686
825,357221,13205,60B AVE,,,49.113288,-122.856317
826,357223,6303,134 ST,,,49.117250,-122.851287
827,357226,6265,134 ST,,,49.116522,-122.851248
828,357229,13441,60 AVE,,,49.112039,-122.850044
829,360591,7143,141A ST,,,49.132351,-122.830557
830,360592,7133,141A ST,,,49.132111,-122.830555
831,360595,14104,71 AVE,,,49.131558,-122.831511
832,360596,14114,71 AVE,,,49.131575,-122.831286
833,360598,7095,141A ST,,,49.131593,-122.830550
834,360599,7085,141A ST,,,49.131401,-122.830548
835,360605,6951,142 ST,,,49.128980,-122.829079
836,360607,14274,72 AVE,,,49.133513,-122.826473
837,360609,14283,71A AVE,,,49.132906,-122.826552
838,360610,14273,71A AVE,,,49.132904,-122.826799
839,360614,14292,71A AVE,,,49.132585,-122.826218
840,357327,13530,62 AVE,,,49.115253,-122.847472
841,357335,13522,60A AVE,,,49.112512,-122.847682
842,357337,13268,61A AVE,,,49.114601,-122.854698
843,357341,6326,134 ST,,,49.117745,-122.850782
844,357345,13516,60A AVE,,,49.112495,-122.847893
845,357347,13280,61A AVE,,,49.114603,-122.854425
846,357351,13384,63A AVE,,,49.117821,-122.851965
847,357354,13502,60A AVE,,,49.112588,-122.848046
848,357355,13488,60A AVE,,,49.112672,-122.848741
849,357365,13550,64 AVE,,,49.118851,-122.847100
850,357368,6072,133A ST,,,49.113125,-122.853039
851,357371,6125,133 ST,,,49.114128,-122.854080
852,357377,6122,132A ST,,,49.114142,-122.855054
853,357397,13473,60A AVE,,,49.112801,-122.849494
854,357398,6119,132A ST,,,49.113965,-122.855491
855,357399,13414,61A AVE,,,49.114537,-122.850954
856,357400,6072,134B ST,,,49.113184,-122.849576
857,357401,6112,132 ST,,,49.113785,-122.856369
858,357404,6080,134B ST,,,49.113333,-122.849649
859,357405,6106,132 ST,,,49.113658,-122.856363
860,357433,13395,60 AVE,,,49.112027,-122.851529
861,357436,13518,63 AVE,,,49.117141,-122.848188
862,357439,6037,134B ST,,,49.112375,-122.849983
863,357445,6023,132A ST,,,49.112340,-122.854813
864,357450,6071,132A ST,,,49.113305,-122.854867
865,357461,6256,134 ST,,,49.116369,-122.850867
866,357463,6234,134 ST,,,49.115958,-122.850875
867,357469,13459,62 AVE,,,49.115516,-122.849555
868,357511,13517,61A AVE,,,49.114726,-122.847913
869,357520,14014,57A AVE,,,49.107402,-122.834095
870,357526,13630,60 AVE,,,49.111698,-122.844653
871,357528,13765,56A AVE,,,49.105359,-122.841005
872,357529,13817,56A AVE,,,49.105861,-122.839691
873,357532,5966,137A ST,,,49.111431,-122.841650
874,357533,5678,136 ST,,,49.106075,-122.845394
875,357534,5946,138 ST,,,49.110963,-122.840728
876,357540,5886,136 ST,,,49.109837,-122.845258
877,357541,5978,137A ST,,,49.111477,-122.841526
878,357543,5942,138 ST,,,49.111049,-122.840549
879,357549,5850,136 ST,,,49.109067,-122.845260
880,357550,13685,58A AVE,,,49.109696,-122.843010
881,357551,5939,137B ST,,,49.110559,-122.841168
882,357554,5778,136 ST,,,49.107559,-122.844921
883,357558,13758,59A AVE,,,49.110675,-122.841591
884,357560,5998,137A ST,,,49.111683,-122.841493
885,357562,5932,138 ST,,,49.110934,-122.840214
886,357563,13616,58A AVE,,,49.109427,-122.844971
887,357564,13707,58A AVE,,,49.109698,-122.842525
888,357565,5948,137A ST,,,49.110585,-122.842001
889,357571,13691,56A AVE,,,49.105355,-122.842887
890,357572,13715,58A AVE,,,49.109699,-122.842283
891,366067,13504,80 AVE,,,49.148010,-122.848485
892,364691,12115,77A AVE,,,49.144046,-122.886688
893,364692,12277,77A AVE,,,49.144074,-122.882468
894,364694,7734,122A ST,,,49.143635,-122.883168
895,364698,12183,77 AVE,,,49.143181,-122.885406
896,364700,12121,77A AVE,,,49.144161,-122.886606
897,364701,12318,80 AVE,,,49.148271,-122.881289
898,364702,7744,122A ST,,,49.143757,-122.883165
899,364703,7882,123 ST,,,49.146218,-122.881630
900,364704,7676,120A ST,,,49.142758,-122.888654
901,340608,11561,96 AVE,,,49.177267,-122.902322
902,340613,11554,96A AVE,,,49.178075,-122.902506
903,340619,11549,96A AVE,,,49.178355,-122.902689
904,340622,11515,96A AVE,,,49.178350,-122.904009
905,340625,11461,96A AVE,,,49.178352,-122.905082
906,340628,9622,TOWNLINE DIV,,,49.177572,-122.906675
907,340632,9631,TOWNLINE DIV,,,49.177686,-122.907279
908,340639,9693,PRINCESS DR,,,49.178852,-122.906424
909,340649,11305,ROYAL CR,,,49.179406,-122.909416
910,340651,11401,ROYAL CR,,,49.181431,-122.906467
911,340663,11389,ROYAL CR,,,49.181244,-122.907136
912,340669,11515,97A AVE,,,49.179997,-122.903683
913,340672,11366,RIVER RD,,,49.181578,-122.907771
914,340675,11370,RIVER RD,,,49.181687,-122.907656
915,340686,11555,96 AVE,,,49.177270,-122.902530
916,340688,11513,BAILEY CR,,,49.183138,-122.901995
917,340692,11544,RIVER RD,,,49.183733,-122.902855
918,340697,11495,97A AVE,,,49.179996,-122.904291
919,340702,11291,REGAL DR,,,49.178402,-122.909629
920,340704,9746,CROWN CR,,,49.180026,-122.905204
921,340709,9789,PRINCESS DR,,,49.180435,-122.906698
922,340718,9682,PRINCESS DR,,,49.178707,-122.905939
923,340732,9714,115A ST,,,49.179208,-122.902416
924,340740,11376,RIVER RD,,,49.181936,-122.907339
925,340747,9728,PRINCESS DR,,,49.179526,-122.906356
926,340753,11472,97A AVE,,,49.179707,-122.904703
927,340772,9721,TOWNLINE DIV,,,49.179279,-122.908182
