,COMMENTS,DATE_CONSTRUCTED,DISASTER_RESPONSE_ROUTE,FACILITYID,GREENWAY,LIFECYCLE_COST,LOCATION,MAJOR_ROAD_NETWORK,MATERIAL,NO_LANE,OWNER,PAVING_DATE,RD_CLASS,ROAD_CENTRELINE_TYPE2,ROAD_NAME,ROW_WIDTH,SPEED,STATUS,STREETSWEEPING_ROUTE,TRUCK_ROUTE,YTD_COST
259,,,None,1000977054,,,,No,Asphalt,2,Surrey,,Local,Road,87 Ave,,50,Open,,,
260,,,None,1000977056,,,,No,Asphalt,2,Surrey,,Local,Road,148A St,,50,Open,,,
261,,20041109,None,1000973453,,,,No,Asphalt,2,Surrey,,Local,Road,150A St,,50,Open,,,
262,,,None,1000973524,,,,No,Asphalt,2,Surrey,,Local,Road,19A Ave,,50,Open,,,
263,,,None,1000973611,,,,No,Asphalt,2,Surrey,,Local,Road,Helen Dr,,50,Open,,,
264,,,None,1000973648,,,,No,Asphalt,2,Surrey,,Local,Road,137A St,,50,Open,,,
265,,,None,1000973665,,,,No,Asphalt,2,Surrey,,Local,Road,100 Ave,,50,Open,,,
266,,,None,1000973692,,,,No,Asphalt,2,Surrey,,Local,Road,195 St,,50,Open,,,
267,,20061030,None,1000973731,,,,No,Asphalt,2,Surrey,,Local,Road,144A St,,50,Open,,,
268,,,None,1000973750,,,,No,Asphalt,2,Surrey,,Local,Road,38A Ave,,50,Open,,,
269,,,None,1000973855,,,,No,Asphalt,2,Surrey,,Local,Road,139 St,20,50,Open,,,
270,,,None,1000973876,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
271,,,None,1000973890,,,,No,Asphalt,2,Surrey,,Local,Road,147A St,,50,Open,,,
272,,,None,1000973918,,,,No,Asphalt,2,Surrey,,Arterial,Road,132 St,30,60,Open,,Truck Routes,
273,,,None,1000973944,,,,No,Asphalt,2,Surrey,,Local,Road,89 Ave,,50,Open,,,
274,,,None,1000973955,,,,No,Asphalt,2,Surrey,,Local,Road,Wiltshire Dr,,50,Open,,,
275,,,None,1000974077,,,,No,Asphalt,2,Surrey,,Local,Road,146 St,,50,Open,,,
276,,,None,1000974146,,,,No,Asphalt,2,Surrey,,Local,Road,78 Ave,,50,Open,,,
277,,20061030,None,1000974157,,,,No,Asphalt,2,Surrey,,Local,Road,81B Ave,,50,Open,,,
278,,,None,1000974168,,,,No,Asphalt,2,Surrey,,Local,Road,58B Ave,,50,Open,,,
279,,,None,1000974181,,,,No,Asphalt,2,Surrey,,Local,Road,Boundary Dr W,,50,Open,,,
280,,,None,1000978618,,,,No,Asphalt,2,Surrey,,Local,Road,15 Ave,,50,Open,,,
281,,,None,1000978624,,,,No,Asphalt,2,Surrey,,Local,Road,167A St,,50,Open,,,
282,,,None,1000978627,,,,No,Asphalt,2,Surrey,,Local,Road,75 Ave,,50,Open,,,
283,,,None,1000978660,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
284,,,None,1000978668,,,,No,Asphalt,2,Surrey,,Local,Road,123 St,,50,Open,,,
285,,,None,1000978671,,,,No,Asphalt,2,Surrey,,Local,Road,89A Ave,,50,Open,,,
286,,,None,1000978684,,,,No,Asphalt,2,Surrey,,Local,Road,152 St,,50,Open,,,
287,,,None,1000978730,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
288,,,None,1000978741,,,,No,Asphalt,2,Surrey,,Collector,Road,60 Ave,24,50,Open,,,
289,,,None,1000978764,,,,No,Asphalt,2,Surrey,,Collector,Road,28 Ave,24,50,Open,,,
290,,,None,1000978808,,,,No,Asphalt,2,Surrey,,Local,Road,86A Ave,,50,Open,,,
291,,,None,1000978847,,,,No,Asphalt,2,Surrey,,Collector,Road,148 St,24,50,Open,,,
292,,,None,1000978884,,,,No,Asphalt,2,Surrey,,Collector,Road,111 Ave,24,50,Open,,,
293,,20040325,None,1000978899,,,,No,Asphalt,2,Surrey,,Local,Road,146 St,,50,Open,,,
294,,,None,1000976012,,,,No,Asphalt,2,Surrey,,Local,Road,163 St,,50,Open,,,
295,,,None,1000976017,,,,No,Asphalt,2,Surrey,,Local,Road,151A St,,50,Open,,,
296,,,None,1000976144,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
297,Truck Route restricted to vehicles less than 3.2 m wide,,None,1000976200,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,108 Ave,30,60,Open,NORTH GUILDFORD,Truck Routes with Restrictions,
298,,,None,1000976293,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
299,,,None,1000976336,,,,No,Asphalt,2,Surrey,,Local,Road,130 St,,50,Open,,,
300,,,None,1000976438,,,,No,Asphalt,2,Surrey,,Local,Road,150 St,,50,Open,,,
301,,,None,1000981127,,,,No,Asphalt,2,Surrey,,Local,Road,94 Ave,,50,Open,,,
302,,,Secondary,1000981142,,,,Yes,Asphalt,2,Surrey,,Arterial,Road,152 St,30,60,Open,TRANSLINK - T6 CURBS,Truck Routes,
303,,,None,1000981151,,,,No,Asphalt,2,Surrey,,Local,Road,106A Ave,20,50,Open,,,
304,,,None,1000981165,,,,No,Asphalt,2,Surrey,,Collector,Road,16 Ave,24,50,Open,,,
305,,,None,1000981206,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
306,,,None,1000981245,,,,No,Asphalt,2,Surrey,,Local,Road,131 St,,50,Open,,,
307,,,None,1000981248,,,,No,Asphalt,2,Surrey,,Local,Road,61B Ave,,50,Open,,,
308,,,None,1000979154,,,,No,Asphalt,2,Surrey,,Local,Road,157A St,,50,Open,,,
309,,20061030,None,1000979182,,,,No,Asphalt,2,Surrey,,Collector,Road,68 Ave,24,50,Open,,No Heavy Truck Routes,
310,,,None,1000979226,,,,No,Asphalt,2,Surrey,,Local,Road,14B Ave,,50,Open,,,
311,,,None,1000979400,,,,No,Asphalt,2,Surrey,,Local,Road,58A Ave,,50,Open,,,
312,,,None,1000979445,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
313,,,None,1000979466,,,,No,Asphalt,2,Surrey,,Local,Road,70A Ave,,50,Open,,,
314,,20030612,None,1000979517,,,,No,Asphalt,2,Surrey,,Local,Road,165 St,,50,Open,,,
315,,,None,1000979550,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
316,,,None,1000979575,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,88 Ave,30,50,Open,TRANSLINK - T4 CURBS,Truck Routes,
317,,,None,1000979801,,,,No,Asphalt,2,Surrey,,Local,Road,50 Ave,,50,Open,,,
318,,,None,1000979902,,,,No,Asphalt,2,Surrey,,Arterial,Road,168 St,30,60,Open,,,
319,Unique Local Road,,None,1000979926,,,,No,Asphalt,2,Surrey,,Local,Road,73 Ave,22,50,Open,,,
320,,20030612,None,1000977087,,,,No,Asphalt,2,Surrey,,Local,Road,Madrona Pl,,50,Open,,,
321,,,None,1000977094,,,,No,Asphalt,2,Surrey,,Collector,Road,156 St,24,50,Open,,No Heavy Truck Routes,
322,,,None,1000977117,,,,No,Asphalt,2,Surrey,,Collector,Road,122 St,24,50,Open,,,
323,,,None,1000977173,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
324,,20030612,None,1000985390,,,,Yes,Asphalt,4,Provincial,,Provincial Highway,Road,Hwy 17 (South Fraser Perimeter Rd),30,80,Open,,Dangerous Goods Routes,
325,,,Primary,1000985408,,,,Yes,Asphalt,4,Provincial,,Provincial Highway,Road,Highway 15,,60,Open,,Dangerous Goods Routes,
326,,,None,1000985418,,,,No,Asphalt,2,Surrey,,Collector,Road,76 Ave,24,50,Open,,,
327,,,None,1000985493,,,,No,Asphalt,2,Surrey,,Local,Road,Christopherson Rd,,50,Open,,,
328,,,None,1000985550,,,,No,Asphalt,2,Surrey,,Local,Road,Glen Avon Dr,,50,Open,,,
329,,,None,1000985594,,,,No,Asphalt,2,Surrey,,Local,Road,Angus Pl,,50,Open,,,
330,,,None,1000985623,,,,No,Asphalt,2,Surrey,,Local,Road,165 St,,50,Open,,,
331,,,None,1000985660,,,,No,Asphalt,2,Surrey,,Collector,Road,Hyland Rd,24,50,Open,,,
332,,,None,1000972575,,,,No,Asphalt,2,Surrey,,Local,Road,110A Ave,,50,Open,,,
333,,,None,1000972594,,,,No,Asphalt,2,Surrey,,Local,Road,90 Ave,,50,Open,,No Heavy Truck Routes,
334,,,None,1000972615,,,,No,Asphalt,2,Surrey,,Local,Road,101A Ave,,50,Open,,,
335,,,None,1000972665,,,,No,Asphalt,2,Surrey,,Local,Road,151 St,,50,Open,,,
336,,20061030,None,1000972673,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
337,,,None,1000972737,,,,No,Asphalt,2,Surrey,,Local,Road,67 Ave,,50,Open,,,
338,,,None,1000972748,,,,No,Asphalt,2,Surrey,,Local,Road,175A St,,50,Open,,,
339,Offset Centreline Designation,,None,1000985169,,,,No,Asphalt,2,Surrey,,Arterial,Road,140 St,30,50,Open,,Truck Routes,
340,,,None,1000985171,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,96 Ave,30,60,Open,TRANSLINK - T9 CURBS,Truck Routes,
341,,,None,1000972705,,,,No,Asphalt,2,Surrey,,Local,Road,63B Ave,,50,Open,,,
342,,,None,1000985212,,,,No,Asphalt,2,Surrey,,Arterial,Road,144 St,30,50,Open,,,
343,,20030612,None,1000985220,,,,No,Asphalt,2,Surrey,,Local,Road,59 Ave,,50,Open,,,
344,,,None,1000985450,,,,No,Asphalt,2,Surrey,,Local,Road,25 Ave,,50,Open,,,
345,,,None,1000985471,,,,No,Asphalt,2,Surrey,,Collector,Road,32 Ave,24,50,Open,,,
346,,,None,1000985598,,,,No,Asphalt,2,Surrey,,Local,Road,158 St,,50,Open,,,
347,,20030612,None,1000985603,,,,No,Asphalt,2,Surrey,,Local,Road,60A Ave,,50,Open,,,
348,,,None,1000985628,,,,No,Asphalt,2,Surrey,,Collector,Road,Country Woods Dr,24,50,Open,,,
349,,,None,1000972476,,,,No,Asphalt,2,Surrey,,Local,Road,154 St,,50,Open,,,
350,,,None,1000972517,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
351,,,None,1000972529,,,,No,Asphalt,2,Surrey,,Collector,Road,124 St,24,50,Open,,,
352,,,None,1000972547,,,,No,Asphalt,2,Surrey,,Local,Road,80B Ave,,50,Open,,,
353,,20030612,None,1000972586,,,,No,Asphalt,2,Surrey,,Collector,Road,96 Ave,24,50,Open,,No Heavy Truck Routes,
354,,,None,1000972604,,,,No,Asphalt,2,Surrey,,Local,Road,81 Ave,,50,Open,,,
355,,,None,1000972677,,,,Yes,Asphalt,2,Surrey,,Arterial,Road,64 Ave,30,60,Open,,No Heavy Truck Routes,
356,,,None,1000976465,,,,No,Asphalt,2,Surrey,,Local,Road,94 Ave,,50,Open,,,
357,,,None,1000976592,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
358,,,None,1000976604,,,,No,Asphalt,2,Surrey,,Local,Road,167A St,,50,Open,,,
359,,,None,1000976610,,,,No,Asphalt,2,Surrey,,Local,Road,121 St,,50,Open,,,
360,,,None,1000976636,,,,No,Asphalt,2,Surrey,,Local,Road,Queen Mary Blvd,,50,Open,,,
361,,,Secondary,1000976734,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,King George Blvd,42,60,Open,TRANSLINK - T2/T4 CURBS,Dangerous Goods Routes,
362,,,None,1000976800,,,,No,Asphalt,2,Surrey,,Local,Road,143B St,,50,Open,,,
363,,,None,1000976802,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
364,,,None,1000976834,,,,No,Asphalt,2,Surrey,,Collector,Road,105 Ave,24,50,Open,NORTH GUILDFORD,,
365,,,None,1000976914,,,,No,Asphalt,2,Surrey,,Local,Road,139 St,,50,Open,,,
366,,,None,1000976968,,,,No,Asphalt,2,Surrey,,Local,Road,60 Ave,,50,Open,,,
367,,,None,1000977005,,,,No,Asphalt,2,Surrey,,Arterial,Road,40 Ave,30,60,Open,,No Heavy Truck Routes,
368,,,None,1000973973,,,,No,Asphalt,2,Surrey,,Local,Road,59A Ave,,50,Open,,,
369,,20030612,None,1000974003,,,,No,Asphalt,2,Surrey,,Local,Road,163 St,,50,Open,,,
370,,,None,1000974020,,,,No,Asphalt,2,Surrey,,Local,Road,163 St,,50,Open,,,
371,,,None,1000974034,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
372,,,None,1000974043,,,,No,Asphalt,2,Surrey,,Local,Road,110 Ave,,50,Open,,,
373,,,None,1000974047,,,,No,Asphalt,2,Surrey,,Local,Road,127B St,,50,Open,,,
374,,,None,1000974050,,,,No,Asphalt,2,Surrey,,Local,Road,Glenwood Dr,,50,Open,,,
375,,,None,1000974060,,,,No,Asphalt,2,Surrey,,Local,Road,Southpark Cr,,50,Open,,,
376,Offset Centreline Designation,,None,1000979954,,,,No,Asphalt,2,Surrey,,Arterial,Road,100 Ave,34,50,Open,,,
377,,20030612,None,1000979989,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
378,,,None,1000980035,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
379,,,None,1000980050,No,,,No,Asphalt,2,Surrey,,Local,Road,170A St,,50,Open,,,
380,,,None,1000980065,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
381,,,None,1000980108,,,,No,Asphalt,2,Surrey,,Local,Road,18 Ave,,50,Open,,,
382,,,None,1000980128,,,,No,Asphalt,2,Surrey,,Collector,Road,100 Ave,24,50,Open,,,
383,,,None,1000980139,,,,No,Asphalt,2,Private,,Local,Road,Hampton Blvd E,,50,Open,,,
384,,,None,1000976638,,,,No,Asphalt,2,Surrey,,Local,Road,155 St,,50,Open,,,
385,,,Secondary,1000976671,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,152 St,34,50,Open,TRANSLINK - T3 CURBS,Truck Routes,
386,,,None,1000976752,,,,No,Asphalt,2,Surrey,,Local,Road,189 St,,50,Open,,,
387,,,None,1000976816,,,,No,Asphalt,2,Surrey,,Collector,Road,105A Ave,32,50,Open,,,
388,,,None,1000976846,,,,No,Asphalt,2,Surrey,,Collector,Road,114 Ave,20,50,Open,,,
389,,20040226,None,1000976885,,,,No,Asphalt,2,Surrey,,Local,Road,146B St,,50,Open,,,
390,,20030612,None,1000976902,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
391,,,None,1000976928,,,,No,Asphalt,2,Surrey,,Local,Road,187A St,,50,Open,,,
392,,,None,1000976991,,,,No,Asphalt,2,Surrey,,Local,Road,Eastglen Pl,,50,Open,,,
393,,,None,1000977092,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
394,,,None,1000972802,,,,No,Asphalt,2,Surrey,,Collector,Road,168 St,24,50,Open,,,
395,,,None,1000972855,,,,No,Asphalt,2,Surrey,,Arterial,Road,104 Ave,30,50,Open,,,
396,,,None,1000982802,,,,No,Asphalt,2,Surrey,,Local,Road,122 St,,50,Open,,,
397,,,None,1000982848,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
398,,,None,1000982870,,,,No,Asphalt,2,Surrey,,Local,Road,159A St,,50,Open,,,
399,,,None,1000982910,,,,No,Asphalt,2,Surrey,,Local,Road,68 Ave,,50,Open,,,
400,,,None,1000982934,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
401,,,None,1000982938,,,,No,Asphalt,2,Surrey,,Local,Road,57 Ave,,50,Open,,,
402,,,None,1000982986,,,,No,Asphalt,2,Surrey,,Local,Road,146 St,,50,Open,,,
403,,20031218,None,1000983118,,,,No,Asphalt,2,Surrey,,Local,Road,109 Ave,,50,Open,,,
404,,,None,1000983206,,,,No,Asphalt,2,Surrey,,Local,Road,149 St,,50,Open,,,
405,,,None,1000983247,,,,No,Asphalt,2,Surrey,,Local,Road,167 St,,50,Open,,,
406,,,None,1000983248,,,,No,Asphalt,2,Surrey,,Collector,Road,122 St,24,50,Open,,,
407,,,None,1000983257,,,,Yes,Asphalt,6,Surrey,,Arterial,Road,Scott Rd,42,60,Open,TRANSLINK - T1 CURBS,Truck Routes,
408,,,None,1000983274,,,,No,Asphalt,2,Surrey,,Local,Road,Old Yale Rd,,50,Open,,,
409,,20061030,None,1000983311,,,,No,Asphalt,2,Surrey,,Local,Road,Morgan Creek Way,,50,Open,,,
410,,,None,1000983320,,,,No,Asphalt,2,Surrey,,Local,Road,60A Ave,,50,Open,,,
411,,20030612,None,1000978682,,,,No,Asphalt,2,Surrey,,Arterial,Road,144 St,30,60,Open,,,
412,,20040218,None,1000978740,,,,No,Asphalt,2,Surrey,,Local,Road,76A Ave,,50,Open,,,
413,,,None,1000978838,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
414,,,None,1000978879,,,,No,Asphalt,2,Surrey,,Local,Road,74 Ave,,50,Open,,,
415,,,None,1000978932,,,,No,Asphalt,2,Surrey,,Local,Road,130A St,,50,Open,,,
416,,,None,1000978952,,,,No,Asphalt,2,Surrey,,Local,Road,15 Ave,,50,Open,,,
417,,20061030,None,1000978994,,,,No,Asphalt,2,Surrey,,Collector,Road,99 Ave,24,50,Open,,,
418,,20030612,None,1000979008,,,,No,Asphalt,2,Surrey,,Collector,Road,186 St,24,50,Open,,,
419,,,None,1000979106,,,,No,Asphalt,2,Surrey,,Local,Road,97 Ave,,50,Open,,,
420,,,None,1000979457,,,,No,Asphalt,2,Surrey,,Collector,Road,76 Ave,24,50,Open,,,
421,,,None,1000979110,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
422,,,None,1000979144,,,,No,Asphalt,2,Surrey,,Local,Road,59 Ave,,50,Open,,,
423,,20030612,None,1000979232,,,,No,Asphalt,2,Surrey,,Local,Road,81A Ave,,50,Open,,,
424,,,None,1000979234,,,,No,Asphalt,2,Surrey,,Collector,Road,124 St,24,50,Open,,,
425,,,None,1000979293,,,,No,Asphalt,2,Surrey,,Local,Road,59A Ave,,50,Open,,,
426,,,None,1000979365,,,,No,Asphalt,2,Surrey,,Collector,Road,134 St,27,50,Open,,,
427,,20030612,None,1000979399,,,,No,Asphalt,2,Surrey,,Local,Road,Edinburgh Dr,,50,Open,,,
428,,,None,1000979438,,,,No,Asphalt,2,Surrey,,Local,Road,167A St,,50,Open,,,
429,,,None,1000974085,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,104 Ave,42,60,Open,CITY CENTRE - CONTRACT CURBS,Truck Routes,
430,,20061030,None,1000974107,,,,No,Asphalt,2,Surrey,,Local,Road,Northcrest Dr,,50,Open,,,
431,,,None,1000974216,,,,No,Asphalt,2,Surrey,,Local,Road,26 Ave,,50,Open,,,
432,,,None,1000974256,,,,No,Asphalt,2,Surrey,,Local,Road,149 St,,50,Open,,,
433,,,None,1000981784,,,,No,Asphalt,2,Surrey,,Local,Road,79 Ave,,50,Open,,,
434,,,None,1000974343,,,,No,Asphalt,2,Surrey,,Arterial,Road,108 Ave,30,50,Open,CITY CENTRE - CONTRACT CURBS,,
435,,,None,1000974352,,,,No,Asphalt,2,Surrey,,Local,Road,23A Ave,,50,Open,,,
436,,,None,1000974378,,,,No,Asphalt,2,Surrey,,Local,Road,189 St,,50,Open,,,
437,,,None,1000974568,,,,No,Asphalt,2,Surrey,,Local,Road,Shakespeare Pl,,50,Open,,,
438,,,None,1000974619,,,,No,Asphalt,2,Surrey,,Local,Road,155 St,,50,Open,,,
439,,,None,1000974649,,,,No,Asphalt,2,Surrey,,Collector,Road,156 St,24,50,Open,,No Heavy Truck Routes,
440,,,None,1000981482,,,,No,Asphalt,2,Surrey,,Local,Road,146 St,,50,Open,,,
441,,,None,1000981589,,,,No,Asphalt,2,Surrey,,Local,Road,124 St,,50,Open,,,
442,,20030612,Secondary,1000981721,,,,Yes,Asphalt,4,Provincial,,Provincial Highway,Road,152 St,,50,Open,TRANSLINK - T8 CURBS,Truck Routes,
443,,,None,1000981726,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
444,,,None,1000981738,,,,No,Asphalt,2,Surrey,,Arterial,Road,132 St,30,60,Open,,No Heavy Truck Routes,
445,,,None,1000981765,,,,No,Asphalt,2,Surrey,,Local,Road,Larner Rd,20,50,Open,,,
446,,,None,1000977097,,,,No,Asphalt,2,Surrey,,Local,Road,168A St,,50,Open,,,
447,,20050208,None,1000977123,,,,No,Asphalt,2,Surrey,,Local,Road,162A St,,50,Open,,,
448,,,None,1000977140,,,,No,Asphalt,2,Surrey,,Local,Road,11 Ave,,50,Open,,,
449,,,None,1000977154,,,,No,Asphalt,2,Surrey,,Local,Road,125A St,,50,Open,,,
450,,,None,1000977175,,,,No,Asphalt,2,Surrey,,Local,Road,128A St,,50,Open,,,
451,,,None,1000977190,,,,No,Asphalt,2,Surrey,,Local,Road,62A Ave,,50,Open,,,
452,,,None,1000977193,,,,No,Asphalt,2,Surrey,,Local,Road,93A Ave,,50,Open,,,
453,,,None,1000983933,,,,No,Asphalt,2,Surrey,,Collector,Road,97A Ave,24,50,Open,,,
454,,,None,1000983978,,,,No,Asphalt,2,Surrey,,Arterial,Road,184 St,30,60,Open,,,
455,,,None,1000984052,,,,No,Asphalt,2,Surrey,,Arterial,Road,80 Ave,30,60,Open,,Truck Routes,
456,,,None,1000984056,,,,No,Asphalt,2,Surrey,,Local,Road,Redtail Pl,,50,Open,,,
457,,,None,1000984123,,,,No,Asphalt,2,Surrey,,Collector,Road,54A Ave,24,50,Open,,,
458,,,None,1000984131,,,,No,Asphalt,2,Surrey,,Local,Road,89 Ave,,50,Open,,,
459,,,Secondary,1000984176,,,,Yes,Asphalt,4,Surrey,,Arterial,Road,96 Ave,30,60,Open,,Truck Routes,
460,,,None,1000984280,,,,No,Asphalt,2,Surrey,,Local,Road,127A St,,50,Open,,,
461,,,None,1000984303,,,,No,Asphalt,2,Surrey,,Local,Road,99 Ave,,50,Open,,,
462,,,None,1000984352,,,,No,Asphalt,2,Surrey,,Collector,Road,168 St,24,50,Open,,,
463,,,None,1000984375,,,,Yes,Asphalt,1,Provincial,,Provincial Highway,Highway Interchange,,,50,Open,,Dangerous Goods Routes,
464,,20030612,None,1000984388,,,,No,Asphalt,2,Surrey,,Collector,Road,68 Ave,24,50,Open,,,
465,,,None,1000983323,,,,No,Asphalt,2,Surrey,,Local,Road,121A St,,50,Open,,,
466,,,None,1000983408,,,,No,Asphalt,2,Surrey,,Local,Road,146 St,,50,Open,,,
467,,,None,1000983409,,,,No,Asphalt,2,Surrey,,Collector,Road,164 St,24,50,Open,,,
468,,,None,1000979940,,,,No,Asphalt,2,Surrey,,Local,Road,18 Ave,,50,Open,,,
469,,,None,1000979967,,,,No,Asphalt,2,Surrey,,Collector,Road,92 Ave,20.2,50,Open,,,
470,,,None,1000980027,,,,No,Asphalt,2,Private,,Local,Road,142 St,,50,Open,,,
471,,,None,1000980042,,,,No,Asphalt,2,Surrey,,Local,Road,133A St,,50,Open,,,
472,,,None,1000980178,,,,No,Asphalt,2,Surrey,,Arterial,Road,84 Ave,30,50,Open,,,
473,,,None,1000980224,,,,No,Asphalt,2,Surrey,,Local,Road,142A St,,50,Open,,,
474,,,None,1000980317,,,,No,Asphalt,2,Surrey,,Local,Road,80A Ave,,50,Open,,,
475,,,None,1000980413,,,,No,Asphalt,2,Surrey,,Local,Road,15 Ave,,50,Open,,,
476,,,None,1000980492,,,,No,Asphalt,2,Surrey,,Local,Road,111 Ave,,50,Open,,,
477,,,None,1000980504,,,,No,Asphalt,2,Surrey,,Local,Road,81 Ave,,50,Open,,,
478,,,None,1000980517,,,,No,Asphalt,2,Surrey,,Local,Road,78A Ave,,50,Open,,,
479,,,None,1000980571,,,,No,Asphalt,2,Surrey,,Local,Road,Southpark Crt,,50,Open,,,
480,,,None,1000980608,,,,No,Asphalt,2,Surrey,,Local,Road,Bowler Dr,,50,Open,,,
481,,,None,1000980685,,,,No,Asphalt,2,Surrey,,Local,Road,Park Dr,,50,Open,,,
482,,,None,1000976287,,,,No,Asphalt,2,Surrey,,Local,Road,72A Ave,,50,Open,,,
483,,,None,1000976327,,,,No,Asphalt,2,Surrey,,Local,Road,84 Ave,,50,Open,,,
484,,,None,1000976339,,,,No,Asphalt,2,Surrey,,Local,Road,58 Ave,,50,Open,,,
485,,,None,1000976368,,,,No,Asphalt,2,Surrey,,Arterial,Road,140 St,24,50,Open,,,
486,,,None,1000976398,,,,No,Asphalt,2,Surrey,,Local,Road,62 Ave,,50,Open,,,
487,,,None,1000976469,,,,No,Asphalt,2,Surrey,,Local,Road,Glenwood Cr N,,50,Open,,,
488,,,None,1000976491,,,,No,Asphalt,2,Surrey,,Local,Road,143 St,,50,Open,,,
489,,,None,1000976615,,,,No,Asphalt,2,Surrey,,Collector,Road,126 St,24,50,Open,,,
490,,,None,1000976619,,,,No,Asphalt,2,Surrey,,Local,Road,158 St,,50,Open,,,
491,,20030612,None,1000976659,,,,No,Asphalt,2,Surrey,,Local,Road,157A St,,50,Open,,,
492,,,None,1000976672,,,,No,Asphalt,2,Surrey,,Local,Road,73A Ave,,50,Open,,,
493,,,None,1000976862,,,,No,Asphalt,2,Surrey,,Local,Road,62 Ave,,50,Open,,,
494,,,None,1000976879,,,,No,Asphalt,2,Surrey,,Local,Road,194 St,,50,Open,,,
495,,,None,1000976913,,,,No,Asphalt,2,Surrey,,Local,Road,Devonshire Dr,,50,Open,,,
496,,,None,1000976959,,,,No,Asphalt,2,Surrey,,Local,Road,188 St,,50,Open,,,
497,,,None,1000976985,,,,No,Asphalt,2,Surrey,,Local,Road,133A St,,50,Open,,,
498,,,None,1000976999,,,,No,Asphalt,2,Surrey,,Local,Road,Birchtree Gr,,50,Open,,,
499,,20061030,None,1000981790,,,,No,Asphalt,2,Surrey,,Local,Frontage Road,140 St Fg E,,50,Open,,,
500,,,None,1000981809,,,,No,Asphalt,2,Surrey,,Local,Road,190 St,,50,Open,,,
501,,,None,1000981814,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
502,,,None,1000981838,,,,No,Asphalt,2,Surrey,,Local,Road,101 Ave,,50,Open,,,
503,,,None,1000981864,,,,No,Asphalt,2,Surrey,,Local,Road,89 Ave,,50,Open,,,
504,,,None,1000981875,,,,No,Asphalt,2,Surrey,,Local,Road,111 Ave,,50,Open,,,
505,,,None,1000981907,,,,No,Asphalt,2,Surrey,,Local,Road,131A St,,50,Open,,,
506,,,None,1000981922,,,,No,Asphalt,2,Surrey,,Local,Road,149A St,,50,Open,,,
507,,,None,1000981933,,,,No,Asphalt,2,Surrey,,Local,Road,23A Ave,,50,Open,,,
508,,,None,1000981969,,,,No,Asphalt,2,Surrey,,Local,Road,62A Ave,,50,Open,,,
509,,,None,1000982038,,,,No,Asphalt,2,Surrey,,Local,Road,164 St,,50,Open,,,
510,,20061030,None,1000978902,,,,No,Asphalt,2,Surrey,,Arterial,Road,168 St,30,60,Open,,,
511,,,None,1000978926,,,,No,Asphalt,2,Surrey,,Local,Road,Glenmoor Pl,,50,Open,,,
512,,,None,1000978936,,,,No,Asphalt,2,Surrey,,Local,Road,Lilac Dr,,50,Open,,,
513,,,None,1000978957,,,,No,Asphalt,2,Surrey,,Local,Road,154B St,,50,Open,,,
514,,,None,1000978969,,,,No,Asphalt,2,Surrey,,Local,Road,152A St,,50,Open,,,
515,,,None,1000978978,,,,No,Asphalt,1,Surrey,,Local,Access Lane,,,,Open,,,
516,,,None,1000979013,,,,No,Asphalt,2,Surrey,,Local,Road,21B Ave,,50,Open,,,
517,,,None,1000979031,,,,No,Asphalt,2,Surrey,,Arterial,Road,128 St,30,50,Open,,,
