,AMANDA_ROWID,DESCRIPTION,PROJECT_NO,STATUS,WEBLINK
226,2701,,89-0230-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0230
227,2702,,89-0231-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0231
228,2703,,89-0232-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0232
229,2704,,89-0233-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0233
230,2705,,89-0234-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0234
231,2707,,89-0236-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0236
232,2708,,89-0237-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0237
233,2709,,89-0238-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0238
234,2710,,89-0239-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0239
235,2711,,89-0240-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0240
236,2712,,89-0241-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0241
237,2713,,89-0242-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0242
238,2715,,89-0244-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0244
239,2716,,89-0245-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0245
240,2717,"Phase 0: 
Phase 1: ",89-0246-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0246
241,2719,,89-0248-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0248
242,2720,,89-0249-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0249
243,2721,,89-0250-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0250
244,2722,,89-0251-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0251
245,2724,,89-0253-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0253
246,2725,,89-0254-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0254
247,2726,,89-0255-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0255
248,2727,,89-0256-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0256
249,2728,,89-0257-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0257
250,2729,,89-0258-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0258
251,2730,,89-0259-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0259
252,2731,"Phase 0: 
Phase 1: ",89-0260-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0260
253,2732,,89-0261-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0261
254,2733,,89-0262-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0262
255,2735,,89-0264-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0264
256,2736,,89-0265-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0265
257,2737,,89-0266-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0266
258,2742,,89-0271-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0271
259,2743,,89-0272-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0272
260,2744,,89-0273-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0273
261,2745,,89-0274-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0274
262,2747,,89-0276-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0276
263,2749,,89-0278-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0278
264,2750,,89-0279-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0279
265,2752,,89-0281-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0281
266,2755,,89-0284-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0284
267,2756,,89-0285-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0285
268,2757,"Phase 0: 
Phase 1: 
Phase 2: 
Phase 3: 
Phase 4: ",89-0286-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0286
269,2758,"Phase 0: 
Phase 1: 
Phase 2: 
Phase 3: 
Phase 4: 
Phase 5: 
Phase 6: ",89-0287-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0287
270,2759,,89-0288-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0288
271,2760,,89-0289-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0289
272,2761,,89-0290-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0290
273,2762,,89-0291-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0291
274,2766,,89-0295-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0295
275,2767,"Phase 0: 
Phase 1: 
Phase 2: 
Phase 3: 
Phase 4: 
Phase 5: 
Phase 6: 
Phase 7: 
Phase 8: 
Phase 9: ",89-0296-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0296
276,2768,,89-0297-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0297
277,2769,,89-0298-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0298
278,2770,,89-0299-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0299
279,2771,,89-0300-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0300
280,2773,,89-0302-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0302
281,2774,"Phase 0: 
Phase 1: ",89-0303-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0303
282,2775,,89-0304-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0304
283,2776,,89-0305-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0305
284,2777,"Phase 0: 
Phase 1: ",89-0306-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0306
285,2778,,89-0307-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0307
286,2779,,89-0308-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0308
287,2780,,89-0309-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0309
288,2781,,89-0310-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0310
289,2782,,89-0311-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0311
290,2783,,89-0312-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0312
291,2785,,89-0314-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0314
292,2786,,89-0315-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0315
293,2787,,89-0316-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0316
294,2789,,89-0318-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0318
295,2790,,89-0319-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0319
296,2791,,89-0320-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0320
297,2792,"Phase 0: 
Phase 1: ",89-0321-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0321
298,2793,,89-0322-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0322
299,2794,,89-0323-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0323
300,2796,,89-0325-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0325
301,2797,,89-0326-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0326
302,2798,,89-0327-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0327
303,2800,,89-0329-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0329
304,2801,,89-0330-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0330
305,2802,,89-0331-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0331
306,2803,,89-0332-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0332
307,2805,,89-0334-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0334
308,2806,,89-0335-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0335
309,2807,,89-0336-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0336
310,2808,,89-0337-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0337
311,2810,,89-0339-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0339
312,2811,,89-0340-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0340
313,2812,,89-0341-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0341
314,2813,,89-0342-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0342
315,2814,,89-0343-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0343
316,2815,,89-0344-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0344
317,2816,,89-0345-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0345
318,2817,,89-0346-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0346
319,2818,,89-0347-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0347
320,2821,,89-0350-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0350
321,2822,"Phase 0: 
Phase 1: ",89-0351-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0351
322,2823,,89-0352-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0352
323,2826,,89-0355-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0355
324,2827,,89-0356-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0356
325,2833,,89-0362-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0362
326,2835,,89-0364-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0364
327,2837,,89-0366-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0366
328,2838,,89-0367-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0367
329,2839,,89-0368-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0368
330,2840,,89-0369-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0369
331,2841,,89-0370-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0370
332,2842,,89-0371-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0371
333,2843,,89-0372-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0372
334,2844,,89-0373-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0373
335,2846,"Phase 0: 
Phase 1: 
Phase 2: ",89-0375-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0375
336,2847,,89-0376-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0376
337,2848,,89-0377-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0377
338,2849,,89-0378-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0378
339,2850,"Phase 0: 
Phase 1: 
Phase 2: 
Phase 3: ",89-0379-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0379
340,2851,,89-0380-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0380
341,2852,,89-0381-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0381
342,2853,,89-0382-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0382
343,2854,,89-0383-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0383
344,2857,,89-0386-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0386
345,2858,,89-0387-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0387
346,2859,,89-0388-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0388
347,2860,,89-0389-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0389
348,2861,,89-0390-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0390
349,2863,,89-0392-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0392
350,2867,,89-0396-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0396
351,2868,,89-0397-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0397
352,2869,,89-0398-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0398
353,2870,,89-0399-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0399
354,2875,,89-0404-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0404
355,2876,,89-0405-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0405
356,2877,,89-0406-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0406
357,2878,,89-0407-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0407
358,2879,,89-0408-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0408
359,2880,,89-0409-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0409
360,2881,,89-0410-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0410
361,2882,,89-0411-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0411
362,2883,,89-0412-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0412
363,2884,,89-0413-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0413
364,2885,,89-0414-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0414
365,2887,,89-0416-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0416
366,2888,,89-0417-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0417
367,2890,,89-0419-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0419
368,2891,,89-0420-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0420
369,2892,,89-0421-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0421
370,2893,,89-0422-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0422
371,2894,,89-0423-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0423
372,2895,,89-0424-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0424
373,2896,"Phase 0: 
Phase 1: ",89-0425-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0425
374,2897,,89-0426-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0426
375,2898,,89-0427-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0427
376,2899,,89-0428-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0428
377,2900,,89-0429-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0429
378,2902,,89-0431-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0431
379,2903,"Phase 0: 
Phase 1: ",89-0432-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0432
380,2904,,89-0433-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0433
381,2905,"Phase 0: 
Phase 1: 
Phase 2: 
Phase 3: ",89-0434-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0434
382,2906,"Phase 0: 
Phase 1: 
Phase 2: 
Phase 3: ",89-0435-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0435
383,2907,,89-0436-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0436
384,2910,,89-0439-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0439
385,2911,,89-0440-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0440
386,2912,,89-0441-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0441
387,2913,,89-0442-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0442
388,2914,,89-0443-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0443
389,2915,,89-0444-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0444
390,2916,,89-0445-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0445
391,2917,,89-0446-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0446
392,2918,,89-0447-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0447
393,2919,,89-0448-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0448
394,2921,,89-0450-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0450
395,2922,,89-0451-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0451
396,2924,,89-0453-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0453
397,2925,,89-0454-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0454
398,2926,,89-0455-00,Concluded,https://apps.surrey.ca/Online-Development-Inquiry/?year=89&seq=0455
